Round;Timestamp;AccX;AccY;AccZ;Acc Vector a;
0;07:01:03:226;3.739743;1.9201498;11.932701;12.651561631622794;
0;07:01:03:236;0.35194764;-0.49200845;13.808558;13.821802381358806;
0;07:01:03:247;-1.471237;-0.33997664;10.115502;10.227585638634636;
0;07:01:03:257;-1.9776106;0.5446809;6.9491706;7.245591500450895;
0;07:01:03:267;-3.8355112;0.2753332;10.809821;11.47341233782819;
0;07:01:03:277;2.4540567;0.2621651;7.7488337;8.132376271622102;
0;07:01:03:287;-0.6847417;-0.2837129;10.921151;10.946273685267212;
0;07:01:03:297;1.3491327;0.62249243;10.029311;10.138774026948784;
0;07:01:03:307;-2.4540567;-0.0047884034;8.84059;9.17488072289209;
0;07:01:03:317;0.50278234;-0.23223756;8.5700445;8.587921052297132;
0;07:01:03:328;4.5382094;1.283292;7.72968;9.054840850189782;
0;07:01:03:337;4.086902;-4.1144357;10.213664;11.745224002343862;
0;07:01:03:347;-2.2230163;-0.93014735;9.883265;10.172801642099964;
0;07:01:03:358;-3.870227;-4.631583;11.717223;13.180422651029277;
0;07:01:03:368;0.7445967;0.7290344;9.28232;9.34063076658508;
0;07:01:03:379;4.0737343;-1.5382746;11.786655;12.565303053261887;
0;07:01:03:390;-1.9213469;-0.074220255;9.940725;10.12497438027237;
0;07:01:03:401;-0.59615624;-2.5390508;10.292673;10.617970733159627;
0;07:01:03:412;-3.0334535;-1.7369933;10.548853;11.112933183257555;
0;07:01:03:423;1.3946224;-3.654749;9.459491;10.236411787425235;
0;07:01:03:433;-1.6927006;2.0135236;4.3143516;5.053032959504989;
0;07:01:03:443;-1.1456255;-3.834314;15.9801;16.473555209493618;
0;07:01:03:453;0.25977087;-0.037110128;12.779052;12.781746031595642;
0;07:01:03:463;-0.82599956;-2.1392193;11.839328;12.059361815513329;
0;07:01:03:473;3.2106245;1.271321;7.21373;7.997641215674059;
0;07:01:03:484;-1.2389994;0.7098808;7.5465236;7.680434290607139;
0;07:01:03:495;0.25139117;-0.18076223;9.00579;9.011110864846502;
0;07:01:03:505;0.2669535;-4.2521024;12.200851;12.923328543927717;
0;07:01:03:514;-2.932897;-3.691859;16.60738;17.263741589865177;
0;07:01:03:524;0.089782566;-1.3227965;10.9426985;11.02272668354065;
0;07:01:03:534;0.02633622;1.3299791;7.1287355;7.251786636672933;
0;07:01:03:544;0.78769237;-0.90261406;8.6334915;8.716211968178536;
0;07:01:03:554;0.20470424;0.91697925;6.5098343;6.577286401787048;
0;07:01:03:565;-3.1495724;-4.0521865;10.969035;12.110316243661202;
0;07:01:03:576;2.4289176;-0.700304;11.420342;11.696763880591943;
0;07:01:03:587;1.0869676;-0.7146692;10.638636;10.71787376269958;
0;07:01:03:597;2.0614076;1.0570401;10.104729;10.366883929593692;
0;07:01:03:608;-2.3654714;-1.6783354;8.639477;9.113331898835893;
0;07:01:03:620;-3.4644098;-0.81402856;9.651027;10.286257744615963;
0;07:01:03:630;1.2150574;-2.0350714;12.140997;12.370193318588752;
0;07:01:03:644;2.1823149;-2.6060886;9.949105;10.513747888042603;
0;07:01:03:655;-0.60094464;0.061052144;9.436746;9.456057864378403;
0;07:01:03:666;-0.12689269;0.49081135;11.344925;11.356246076550644;
0;07:01:03:677;2.9053638;-1.234211;12.974179;13.352668158395991;
0;07:01:03:688;-0.6584055;-0.19752164;9.80665;9.83071200674551;
0;07:01:03:698;-0.8750807;-1.2856863;10.751163;10.863068096726684;
0;07:01:03:709;-0.79846627;-0.79726917;9.2069025;9.275787698452236;
0;07:01:03:719;-0.40701428;-2.4145525;10.857705;11.13038556331657;
0;07:01:03:730;0.7637503;-2.943671;10.21127;10.65450865537684;
0;07:01:03:740;-3.4500446;-0.58418524;7.499837;8.275967507403212;
0;07:01:03:751;-3.1627405;-1.7764976;10.013748;10.650540878100687;
0;07:01:03:760;2.207454;-1.9213469;12.5982895;12.933728244166309;
0;07:01:03:770;1.2521675;0.45609543;9.999383;10.08779514263864;
0;07:01:03:780;0.7757214;-1.2330139;11.124659;11.219629959831424;
0;07:01:03:791;-1.2856863;0.20111294;8.544906;8.643427968456638;
0;07:01:03:801;-1.578976;0.07062895;7.475895;7.641148960737878;
0;07:01:03:812;2.7712884;-1.2509704;10.473435;10.905861396752472;
0;07:01:03:822;2.1571758;-3.5098996;11.019313;11.764270314400015;
0;07:01:03:832;1.3790601;-2.0111294;11.990162;12.235620895613424;
0;07:01:03:843;-0.92895025;1.1228806;7.878121;8.01177874337606;
0;07:01:03:854;0.40462008;0.9636662;8.512584;8.576505692304805;
0;07:01:03:863;0.4321534;-1.3024458;10.9834;11.068794485613422;
0;07:01:03:873;-0.12928689;-0.28491;11.403583;11.407873921215282;
0;07:01:03:883;-0.36631286;0.30526072;8.154651;8.168580071127293;
0;07:01:03:893;-0.36272156;-0.6967127;11.548432;11.575113870213046;
0;07:01:03:903;0.15083471;-0.23582886;11.235989;11.239475328682495;
0;07:01:03:913;-1.5059528;-0.62488663;8.3868885;8.54390284102271;
0;07:01:03:924;-0.41299978;-1.7788919;10.26514;10.426318363834064;
0;07:01:03:935;1.7836803;-2.4289176;10.969035;11.375451382913957;
0;07:01:03:945;-0.24540567;0.6619968;6.9958572;7.031392413922327;
0;07:01:03:955;0.10295067;-1.9428947;11.100717;11.269931007316236;
0;07:01:03:966;0.4141969;-0.20829555;7.338228;7.352859366466702;
0;07:01:03:975;-2.6755204;-1.4257472;11.235989;11.637809013418828;
0;07:01:03:985;-0.9804256;-2.0590134;11.042058;11.27509712803318;
0;07:01:03:995;0.4309563;-2.6779146;12.41633;12.709138504953273;
0;07:01:04:005;0.33159694;2.3451207;9.818622;10.100241826250027;
0;07:01:04:015;-0.2681506;-0.58538234;11.760319;11.77793194012144;
0;07:01:04:026;2.8107927;-1.1779473;10.751163;11.174775628689934;
0;07:01:04:038;-0.33279404;-2.2002714;11.678916;11.889029798138099;
0;07:01:04:048;-0.89184016;-1.3850456;8.572439;8.729286745348645;
0;07:01:04:059;-1.4185646;-2.0949266;10.147824;10.458459698849584;
0;07:01:04:069;1.5897499;-0.8511387;8.2037325;8.399581135796948;
0;07:01:04:080;-0.5710171;-2.1296425;11.5077305;11.717051309174845;
0;07:01:04:091;2.124854;-1.1348516;10.70687;10.974514307906004;
0;07:01:04:102;-1.2605472;-0.18914193;9.6845455;9.768069225369032;
0;07:01:04:112;-2.8790276;1.2737153;7.8589673;8.466080248291284;
0;07:01:04:122;0.15203181;-1.9261353;11.978191;12.133020009896418;
0;07:01:04:132;2.0853498;-1.2509704;11.2371855;11.497301531441316;
0;07:01:04:142;1.0486604;-3.027468;13.42788;13.804825666045982;
0;07:01:04:152;0.2645593;-1.2521675;11.3640785;11.435916978692818;
0;07:01:04:162;0.9744401;-0.7170634;9.676167;9.751508155968386;
0;07:01:04:172;-0.78649527;-1.5167267;12.01171;12.132609388391645;
0;07:01:04:182;-0.5542577;1.1575965;7.1754227;7.289301926584211;
0;07:01:04:192;-0.25019407;-3.4835634;13.351266;13.800511469553912;
0;07:01:04:202;2.6755204;-1.1779473;10.682928;11.07569055750853;
0;07:01:04:212;-0.34117374;-0.8367735;10.653001;10.691258890448667;
0;07:01:04:223;-2.0805612;-1.5454572;9.036914;9.401222279399615;
0;07:01:04:233;-0.33758244;-0.62368953;9.736021;9.761816444839269;
0;07:01:04:243;-1.2366052;-0.45010993;11.052833;11.130898272929489;
0;07:01:04:254;-0.46088383;-0.51714754;8.920795;8.947650400684589;
0;07:01:04:264;1.0175357;-2.743755;12.665327;12.999002858580454;
0;07:01:04:274;0.89782566;0.17477672;9.132683;9.178372994314074;
0;07:01:04:285;-1.5598224;-2.0841527;11.793838;12.077720724152591;
0;07:01:04:296;-0.17238252;1.5598224;6.087258;6.286292030981324;
0;07:01:04:307;0.2789245;-3.70383;14.075512;14.55734174670873;
0;07:01:04:318;3.0693667;1.186327;9.038112;9.618515802993796;
0;07:01:04:329;-1.4927847;-0.5363012;10.647015;10.764522235791226;
0;07:01:04:340;1.6460136;-1.3204023;11.027693;11.22777039594081;
0;07:01:04:351;1.5406688;1.4053963;6.8091097;7.121290345441761;
0;07:01:04:360;0.7206547;-0.7146692;10.400413;10.449817082752611;
0;07:01:04:370;-0.31004912;-0.60094464;9.782708;9.806051480075087;
0;07:01:04:380;0.45489833;-1.7836803;9.916783;10.086180692144566;
0;07:01:04:391;-0.8643068;-1.1300632;11.828553;11.913804428557405;
0;07:01:04:402;0.17477672;-0.37229836;10.068815;10.077211607712774;
0;07:01:04:412;-1.2306197;-1.3251907;10.739192;10.890399421533944;
0;07:01:04:423;-0.712275;-2.2828712;10.030508;10.311640293237026;
0;07:01:04:434;0.88944596;-1.8854338;10.269928;10.479379660613937;
0;07:01:04:444;1.2964603;-1.5658079;10.839748;11.02872185198614;
0;07:01:04:454;0.1448492;-0.035913024;10.779893;10.780925889602868;
