Round;Timestamp;AccX;AccY;AccZ;Acc Vector a;
0;07:01:30:000;-0.016759412;2.8000188;7.7799582;8.268502958475398;
0;07:01:30:010;-0.533907;1.3551182;8.9040365;9.022375901431856;
0;07:01:30:020;-1.7345991;-0.33638534;12.376825;12.502311797942362;
0;07:01:30:030;2.2254105;0.94092125;11.554418;11.804335906411943;
0;07:01:30:040;-1.8004397;1.7860745;11.283873;11.565354773212684;
0;07:01:30:050;-1.1408371;0.5363012;11.880029;11.946723929449629;
0;07:01:30:061;-1.067814;2.9987376;8.213309;8.80858119109415;
0;07:01:30:071;3.6152446;0.70509243;11.049241;11.647011539773505;
0;07:01:30:081;-1.270124;-1.7764976;12.310986;12.503180747657524;
0;07:01:30:091;-2.4600422;1.0905589;9.279925;9.662201562691907;
0;07:01:30:101;-0.23223756;2.0494366;9.165004;9.394222643060084;
0;07:01:30:111;-1.5526398;2.5713725;11.391612;11.780979305162703;
0;07:01:30:122;0.7517793;3.2728736;7.9954367;8.67201708428083;
0;07:01:30:133;3.004723;0.7433996;11.301829;11.718035134445936;
0;07:01:30:144;5.6922145;-0.3172317;15.073894;16.115961424826146;
0;07:01:30:155;-0.22026655;0.89543146;12.075156;12.110314353686991;
0;07:01:30:165;-2.5438392;2.0290859;11.177331;11.641349862079059;
0;07:01:30:175;-0.8283938;2.813187;3.78643;4.78929110256797;
0;07:01:30:185;3.9109285;3.618836;8.438364;9.979845718078042;
0;07:01:30:195;1.4640543;6.1530986;9.009381;11.007862402299947;
0;07:01:30:205;0.08499416;1.2521675;13.230358;13.28975256328572;
0;07:01:30:216;-4.9763484;2.8323407;12.101493;13.387767936525702;
0;07:01:30:227;0.724246;7.1754227;11.2312;13.347325294953176;
0;07:01:30:238;-3.1615434;3.6595373;10.978612;11.996561829438427;
0;07:01:30:249;-2.4492683;2.861071;11.2312;11.845864623023184;
0;07:01:30:260;0.050278235;5.2002063;6.827066;8.58216193146976;
0;07:01:30:271;-0.5710171;3.1962593;11.553221;12.000793430800732;
0;07:01:30:282;5.619191;2.183512;8.537724;10.451591071239353;
0;07:01:30:293;3.7122097;8.623915;7.807492;12.211033094035606;
0;07:01:30:304;0.724246;4.55856;7.917625;9.164812582527347;
0;07:01:30:315;0.40102878;11.748347;11.8261595;16.674607686656568;
0;07:01:30:325;-4.9045224;7.0305734;10.17416;13.30401598881571;
0;07:01:30:336;-4.495114;3.454833;7.703344;9.564697013239789;
0;07:01:30:346;0.5279215;8.921992;12.026075;14.983562363913371;
0;07:01:30:356;4.3155484;9.704897;10.78947;15.140067673888446;
0;07:01:30:366;-0.6548142;2.3080103;12.032061;12.268910661637495;
0;07:01:30:377;1.4257472;8.6095495;5.734113;10.442085766328832;
0;07:01:30:387;-1.851915;15.431827;10.3692875;18.684030268133984;
0;07:01:30:398;-4.5274353;9.28232;11.857284;15.72432201967753;
0;07:01:30:409;-3.0669725;8.614338;9.5492735;13.221261581728879;
0;07:01:30:419;3.715801;9.80665;18.762161;21.494098651850205;
0;07:01:30:430;0.18555063;8.7951;6.4667387;10.918192710694893;
0;07:01:30:441;1.7729063;14.340071;16.609774;22.015117652954697;
0;07:01:30:450;-8.585608;3.930082;6.739678;11.600925250806709;
0;07:01:30:461;5.17387;8.63828;9.425972;13.792670606201392;
0;07:01:30:472;9.2907;6.991069;14.514848;18.597659942107384;
0;07:01:30:482;0.82719666;16.666039;16.233885;23.280466115158916;
0;07:01:30:492;-8.76637;-1.3814543;4.8722005;10.12403092632898;
0;07:01:30:502;4.3358994;10.299856;16.243462;19.716416790696353;
0;07:01:30:513;6.0202203;9.198523;14.95179;18.558336812181608;
0;07:01:30:525;-0.16639702;8.300697;14.43105;16.648858181862373;
0;07:01:30:535;-2.7521348;6.205771;9.586384;11.746684154392119;
0;07:01:30:545;8.250419;9.7958765;12.834118;18.13127585313565;
0;07:01:30:555;7.1981673;4.811148;17.447744;19.477796384651757;
0;07:01:30:566;5.922058;11.409568;10.255563;16.44462123695627;
0;07:01:30:576;-1.6244658;2.4863784;11.467029;11.845409267016695;
0;07:01:30:587;-4.2461166;2.2744915;13.494918;14.328839033632761;
0;07:01:30:596;1.0031705;6.8222775;13.9677725;15.577178283513584;
0;07:01:30:607;-1.9608512;5.771223;10.251971;11.927064498597757;
0;07:01:30:618;-1.6675615;7.9906483;10.14543;13.021557466843383;
0;07:01:30:636;2.7832594;6.9599442;11.676521;13.87546407937294;
0;07:01:30:647;-1.3623008;2.6671407;8.149862;8.682727847768694;
0;07:01:30:658;4.1132383;7.6710224;17.000029;19.098803162150304;
0;07:01:30:669;3.156755;7.6375036;5.791574;10.091525656494344;
0;07:01:30:680;-6.4787097;2.1092918;10.936713;12.88543692946736;
0;07:01:30:691;6.1159883;4.3358994;5.5581393;9.332644391745216;
0;07:01:30:701;0.2885013;5.33907;11.288661;12.490907337470775;
0;07:01:30:711;3.6966474;9.060856;8.966286;13.272474697460401;
0;07:01:30:721;4.8865657;5.0505686;21.571756;22.687604919695413;
0;07:01:30:731;2.7880478;8.722076;4.8147397;10.34550825313213;
0;07:01:30:741;-5.6060233;1.3587095;8.929175;10.630322727532965;
0;07:01:30:752;4.223372;10.8229885;9.072827;14.740764765575205;
0;07:01:30:762;0.9516952;5.121197;5.8825536;7.857278168739303;
0;07:01:30:772;1.5801731;9.14585;14.53041;17.241703415553868;
0;07:01:30:783;5.619191;0.06464344;0.29328972;5.627211411548679;
0;07:01:30:793;-1.412579;4.52145;3.9731777;6.1826393224657075;
0;07:01:30:803;-7.5920134;2.136825;10.682928;13.278917534155646;
0;07:01:30:813;8.635885;6.2009826;15.805323;19.04833137633468;
0;07:01:30:824;0.19273324;0.51475334;3.7912183;3.8308554117892726;
0;07:01:30:835;-0.7625532;6.303933;12.392388;13.924523303982943;
0;07:01:30:846;3.0226796;4.909311;21.736958;22.48851364251558;
0;07:01:30:856;-0.30765492;0.010773907;2.086547;2.1091337843127436;
0;07:01:30:867;1.9572599;6.4128695;10.803835;12.715290170734468;
0;07:01:30:877;-0.25498247;2.7210102;15.125369;15.370286668773405;
0;07:01:30:888;2.2732944;1.2354081;18.83758;19.01442853287052;
0;07:01:30:899;2.3104045;5.9029045;9.652225;11.547626889000966;
0;07:01:30:909;1.7968484;5.8107276;9.653421;11.409722288264184;
0;07:01:30:920;1.7465701;0.2861071;5.783194;6.047949880240927;
0;07:01:30:930;-7.035362;4.185065;13.378799;15.684494156127375;
0;07:01:30:940;1.460463;0.93134445;11.384429;11.515449429419741;
0;07:01:30:950;-2.541445;0.8571242;15.2809925;15.51458447857914;
0;07:01:30:961;0.6799533;1.8483237;14.026431;14.164017792434958;
0;07:01:30:971;-0.6368576;-0.3890578;7.560889;7.597630643433712;
0;07:01:30:981;0.9816227;10.712855;9.615114;14.428419023326683;
0;07:01:30:992;4.7500963;-7.2352777;2.7808652;9.090977196871796;
0;07:01:31:002;-2.2996306;4.4603977;3.8510735;6.325678901273105;
0;07:01:31:012;4.8398786;4.80636;22.175097;23.20044044865784;
0;07:01:31:022;-0.9780314;2.6252422;12.314576;12.62922099341011;
0;07:01:31:032;6.513426;8.574833;13.323732;17.131091739851804;
0;07:01:31:042;2.2397757;0.9648633;14.499286;14.702953244380712;
0;07:01:31:052;3.1040826;7.690176;12.818556;15.267269174827588;
