 counter ; timestamp ; amplitude ; accx ; accy ; accz ; magx ; magy ; magz ; gyrx ; gyry ; gyrz ; temp ; act state
75;1521877811;2267;65282;65117;16353;65272;2687;62819;84;65441;65527;0;0
76;1521877811;1681;65267;65120;16304;65216;2694;62810;46;65458;65484;0;0
77;1521877811;1851;65276;65119;16336;65237;2699;62779;85;65445;65509;0;0
78;1521877811;2159;65281;65110;16302;65218;2738;62795;74;65447;249;0;0
79;1521877811;1712;65263;65104;16303;65255;2673;62808;91;65441;65522;0;0
80;1521877811;2177;65274;65104;16325;65242;2696;62743;93;65434;4;0;0
81;1521877812;1839;65281;65104;16282;65215;2687;62741;60;65447;65514;0;0
82;1521877812;2184;65275;65115;16299;65218;2666;62826;57;65437;65520;0;0
83;1521877812;1852;65270;65109;16312;65243;2667;62784;75;65441;65502;0;0
84;1521877812;2287;65293;65111;16296;65236;2664;62821;80;65446;65506;0;0
85;1521877812;1707;65270;65117;16322;65214;2709;62815;71;65425;65515;0;0
86;1521877812;2081;65261;65108;16309;65221;2734;62813;82;65446;65499;0;0
87;1521877812;2133;65291;65128;16296;65222;2729;62815;64;65433;65501;0;0
88;1521877812;1876;65272;65103;16295;65198;2736;62797;59;65452;65524;0;0
89;1521877812;2129;65302;65114;16293;65239;2714;62834;99;65427;65497;0;0
90;1521877812;1874;65250;65125;16302;65242;2704;62791;93;65450;65506;0;0
91;1521877813;2141;65302;65100;16295;65210;2739;62797;68;65432;65497;0;0
92;1521877813;1879;65262;65115;16328;65190;2704;62843;51;65431;65512;0;0
93;1521877813;2270;65275;65108;16313;65224;2715;62834;77;65425;65518;0;0
94;1521877813;1766;65295;65129;16270;65253;2720;62813;69;65422;65503;0;0
95;1521877813;2345;65264;65127;16340;65214;2697;62814;83;65438;65488;0;0
96;1521877813;2074;65264;65097;16287;65225;2693;62844;60;65431;65517;0;0
97;1521877813;1950;65288;65121;16329;65239;2701;62813;59;65438;65503;0;0
98;1521877813;2070;65271;65114;16289;65229;2698;62806;76;65425;65527;0;0
99;1521877813;1882;65269;65121;16307;65237;2704;62857;92;65465;65490;0;0
100;1521877814;2176;65284;65125;16351;65245;2710;62822;70;65441;65527;0;0
101;1521877814;1774;65293;65099;16278;65223;2698;62813;92;65447;65501;0;0
102;1521877814;2260;65274;65117;16325;65199;2680;62831;70;65437;65520;0;0
103;1521877814;1683;65273;65117;16311;65221;2695;62838;70;65402;65509;0;0
104;1521877814;2284;65528;65137;16303;65239;2693;62825;86;65429;65496;0;0
105;1521877814;1725;65245;65109;16325;65224;2681;62806;75;65457;6;0;0
106;1521877814;2289;65274;65107;16346;65211;2693;62851;38;65435;65503;0;0
107;1521877814;2129;65302;65108;16308;65209;2708;62848;66;65419;65496;0;0
108;1521877814;1736;65265;65115;16306;65196;2722;62876;62;65441;65500;0;0
109;1521877814;2070;65285;65099;16298;65207;2694;62849;86;65422;65488;0;0
110;1521877815;1876;65257;65119;16313;65232;2688;62854;85;65453;65523;0;0
111;1521877815;2170;65291;65101;16292;65216;2680;62859;80;65440;65522;0;0
112;1521877815;1914;65273;65128;16345;65221;2727;62848;83;65447;65501;0;0
113;1521877815;2226;65279;65115;16274;65218;2712;62828;78;65432;65506;0;0
114;1521877815;1796;65284;65111;16322;65220;2705;62826;77;65436;65512;0;0
115;1521877815;2300;65278;65121;16298;65200;2698;62808;82;65440;65518;0;0
116;1521877815;1173;65292;65125;16273;65248;2690;62815;71;65447;65511;0;0
117;1521877815;1927;65272;65133;16334;65214;2708;62813;92;65425;65505;0;0
118;1521877815;1647;65269;65094;16297;65214;2684;62770;53;65428;65529;0;0
119;1521877815;1880;65278;65120;16319;65199;2701;62823;87;65446;65510;0;0
120;1521877816;2075;65289;65115;16296;65202;2718;62838;93;65454;65518;0;0
121;1521877816;1910;65282;65132;16311;65211;2671;62787;82;65443;65489;0;0
122;1521877816;2127;65284;65103;16325;65228;2667;62750;78;65428;65513;0;0
123;1521877816;1826;65287;65105;16306;65223;2638;62810;65;65440;65522;0;0
124;1521877816;2249;65296;65133;16287;65223;2656;62802;68;65421;65512;0;0
125;1521877816;1689;65256;65109;16304;65235;2662;62789;99;65426;65520;0;0
126;1521877816;2322;65313;65125;16296;65246;2673;62788;94;65450;65494;0;0
127;1521877816;1525;65258;65120;16302;65219;2665;62823;75;65451;19;0;0
128;1521877816;1927;65292;65111;16271;65228;2703;62788;84;65424;65524;0;0
129;1521877817;2111;65285;65125;16310;65212;2685;62809;86;65445;65521;0;0
130;1521877817;1864;65259;65118;16322;65217;2700;62824;82;65427;65523;0;0
131;1521877817;2195;65271;65114;16283;65211;2673;62832;62;65445;65527;0;0
132;1521877817;1843;65268;65087;16327;65240;2710;62843;70;65432;65509;0;0
133;1521877817;2212;65287;65104;16302;65222;2686;62851;79;65419;65507;0;0
134;1521877817;1822;65261;65138;16305;65190;2708;62852;71;65441;65516;0;0
135;1521877817;2297;65246;65116;16278;65227;2647;62859;72;65451;65520;0;0
136;1521877817;1782;65291;65131;16258;65236;2667;62809;87;65450;65496;0;0
137;1521877817;2287;65276;65106;16326;65257;2701;62844;67;65456;2;0;0
138;1521877817;1634;65268;65108;16263;65257;2670;62800;64;65448;65512;0;0
139;1521877818;1944;65266;65111;16344;65253;2687;62854;70;65440;65496;0;0
140;1521877818;2165;65252;65101;16296;65240;2702;62841;84;65413;65526;0;0
141;1521877818;1875;65289;65117;16341;65235;2686;62816;70;65442;65502;0;0
142;1521877818;2172;65284;65106;16328;65205;2679;62786;84;65438;0;0;0
143;1521877818;1819;65269;65097;16287;65213;2675;62840;61;65456;65505;0;0
144;1521877818;2219;65275;65132;16299;65209;2655;62800;96;65436;65522;0;0
145;1521877818;1840;65249;65110;16300;65232;2717;62780;56;65414;65527;0;0
146;1521877818;2269;65297;65108;16270;65250;2721;62846;59;65442;65505;0;0
147;1521877818;1741;65259;65113;16324;65239;2689;62885;44;65428;65515;0;0
148;1521877819;2324;65261;65102;16298;65244;2701;62823;66;65442;65493;0;0
149;1521877819;2046;65278;65102;16294;65242;2712;62836;53;65434;65517;0;0
150;1521877819;1916;65247;65118;16294;65239;2704;62797;98;65437;65491;0;0
151;1521877819;2108;65293;65115;16293;65242;2722;62792;53;65448;65507;0;0
152;1521877819;1857;65274;65105;16310;65244;2729;62806;61;65429;65512;0;0
153;1521877819;2163;65285;65112;16299;65217;2704;62818;47;65449;65525;0;0
154;1521877819;1735;65255;65110;16323;65217;2729;62783;67;65409;65534;0;0
155;1521877819;2283;65290;65105;16335;65251;2704;62794;93;65456;2;0;0
156;1521877819;1578;65268;65127;16274;65247;2751;62798;81;65445;65510;0;0
157;1521877819;2357;65283;65130;16334;65238;2726;62766;94;65416;65501;0;0
158;1521877820;1718;65286;65102;16296;65241;2739;62828;72;65446;65523;0;0
159;1521877820;2390;65276;65115;16301;65221;2695;62833;74;65440;65525;0;0
160;1521877820;2119;65273;65119;16293;65219;2713;62846;64;65448;65515;0;0
161;1521877820;1761;65535;65106;16260;65229;2691;62813;70;65440;65500;0;0
162;1521877820;2147;65248;65119;16326;65187;2671;62816;71;65441;65505;0;0
163;1521877820;1847;65272;65115;16307;65234;2690;62763;81;65450;5;0;0
164;1521877820;2243;65300;65118;16292;65252;2685;62799;55;65457;65523;0;0
165;1521877820;1798;65250;65112;16294;65214;2673;62848;71;65440;65501;0;0
166;1521877820;2221;65284;65113;16295;65205;2681;62797;45;65425;65489;0;0
167;1521877820;1740;65285;65121;16298;65240;2696;62769;67;65454;65520;0;0
168;1521877821;2336;65278;65119;16295;65211;2688;62798;79;65449;65517;0;0
169;1521877821;1840;65273;65129;16298;65250;2686;62824;69;65431;65489;0;0
170;1521877821;1887;65254;65117;16351;65222;2665;62799;79;65426;65514;0;0
171;1521877821;2141;65280;65116;16282;65230;2707;62859;52;65452;65492;0;0
172;1521877821;1855;65267;65119;16297;65235;2674;62765;64;65405;65490;0;0
173;1521877821;2123;65293;65100;16294;65229;2698;62790;82;65438;65490;0;0
174;1521877821;1893;65256;65094;16324;65210;2702;62797;44;65439;65502;0;0
175;1521877821;2256;65291;65088;16334;65232;2705;62821;102;65433;65489;0;0
176;1521877821;1718;65277;65097;16263;65216;2711;62783;76;65453;65514;0;0
177;1521877822;2308;65260;65119;16355;65241;2665;62828;70;65422;65529;0;0
178;1521877822;1622;65286;65110;16306;65232;2706;62785;76;65428;65518;0;0
179;1521877822;1913;65280;65113;16294;65211;2709;62773;56;65416;65509;0;0
180;1521877822;2008;65262;65114;16254;65202;2683;62799;70;65441;65494;0;0
181;1521877822;1869;65283;65109;16293;65218;2684;62811;42;65467;65499;0;0
182;1521877822;2136;65261;65122;16300;65251;2727;62830;80;65432;65514;0;0
183;1521877822;1745;65271;65101;16307;65244;2728;62775;63;65451;65535;0;0
184;1521877822;2225;65295;65118;16295;65210;2708;62801;53;65434;65503;0;0
185;1521877822;1726;65254;65108;16294;65230;2713;62814;81;65430;65529;0;0
186;1521877822;2219;65276;65116;16279;65219;2702;62826;63;65435;65487;0;0
187;1521877823;1782;65279;65112;16314;65209;2716;62816;84;65414;65503;0;0
188;1521877823;2258;65268;65098;16297;65237;2736;62811;84;65462;65492;0;0
189;1521877823;1805;65267;65126;16302;65252;2710;62803;64;65423;65516;0;0
190;1521877823;1790;65277;65124;16341;65225;2674;62809;92;65433;65502;0;0
191;1521877823;2146;65278;65112;16252;65236;2673;62837;92;65441;65500;0;0
192;1521877823;1837;65262;65115;16327;65233;2723;62829;70;65443;1;0;0
193;1521877823;2182;65270;65107;16274;65259;2704;62814;80;65433;16;0;0
194;1521877823;1850;65281;65106;16322;65229;2690;62782;52;65456;65516;0;0
195;1521877823;2149;65267;65110;16326;65256;2696;62850;88;65434;65510;0;0
196;1521877824;1754;65277;65107;16266;65218;2712;62803;73;65446;65471;0;0
197;1521877824;2320;65278;65123;16326;65247;2695;62823;93;65412;65514;0;0
198;1521877824;1682;65281;65101;16294;65250;2712;62827;89;65418;65511;0;0
199;1521877824;1918;65271;65119;16284;65275;2678;62809;45;65427;65497;0;0
200;1521877824;2078;65255;65118;16298;65253;2684;62809;69;65457;65529;0;0
201;1521877824;1895;65275;65106;16270;65243;2707;62818;47;65454;65507;0;0
202;1521877824;2148;65268;65118;16298;65245;2699;62824;72;65421;65516;0;0
203;1521877824;1909;65261;65108;16309;65220;2716;62827;59;65443;65523;0;0
204;1521877824;2241;65290;65111;16294;65228;2679;62826;91;65446;65519;0;0
205;1521877824;1819;65301;65111;16333;65234;2694;62807;76;65436;65530;0;0
206;1521877825;2316;65266;65102;16324;65254;2699;62820;95;65442;0;0;0
207;1521877825;1759;65279;65110;16324;65220;2705;62835;78;65420;65515;0;0
208;1521877825;2374;65278;65101;16297;65226;2694;62856;77;65433;65502;0;0
209;1521877825;1705;65522;65096;16303;65229;2728;62823;84;65432;65534;0;0
210;1521877825;1908;65261;65108;16313;65263;2718;62838;62;65437;65524;0;0
211;1521877825;2109;65287;65119;16300;65234;2761;62792;65;65458;8;0;0
212;1521877825;1792;65288;65096;16302;65222;2698;62734;70;65454;65524;0;0
213;1521877825;2250;65269;65100;16334;65236;2699;62796;109;65425;65534;0;0
214;1521877825;1791;65260;65100;16312;65254;2691;62825;77;65441;65495;0;0
215;1521877825;2248;65283;65121;16311;65222;2686;62810;86;65466;65505;0;0
216;1521877826;1827;65278;65124;16272;65221;2690;62783;69;65439;65527;0;0
217;1521877826;2248;65264;65107;16340;65217;2727;62805;78;65446;65525;0;0
218;1521877826;1739;65272;65108;16297;65267;2729;62761;77;65463;65512;0;0
219;1521877826;1791;65279;65109;16299;65239;2740;62805;47;65437;65512;0;0
220;1521877826;2122;65263;65113;16319;65226;2714;62813;52;65444;65531;0;0
221;1521877826;1869;65271;65111;16295;65255;2713;62840;65;65411;65500;0;0
222;1521877826;2045;65277;65111;16299;65257;2710;62774;60;65436;65520;0;0
223;1521877826;1866;65268;65116;16309;65223;2720;62849;104;65432;65531;0;0
224;1521877826;2115;65274;65117;16295;65236;2713;62844;69;65426;65530;0;0
225;1521877827;1786;65270;65115;16320;65235;2697;62777;87;65449;65512;0;0
226;1521877827;2299;65024;65108;16300;65224;2699;62811;82;65443;65512;0;0
227;1521877827;1528;65279;65108;16298;65244;2733;62796;67;65440;65520;0;0
228;1521877827;2374;65274;65100;16295;65230;2720;62783;80;65455;65533;0;0
229;1521877827;1997;65287;65107;16310;65232;2705;62781;68;65437;65519;0;0
230;1521877827;1853;65263;65105;16330;65211;2730;62812;91;65454;65506;0;0
231;1521877827;2146;65278;65122;16299;65224;2745;62837;56;65419;65510;0;0
232;1521877827;1831;65269;65109;16323;65228;2714;62819;73;65439;65510;0;0
233;1521877827;2225;65265;65115;16343;65223;2732;62772;96;65429;65502;0;0
234;1521877827;1806;65287;65119;16299;65245;2685;62827;65;65437;65515;0;0
235;1521877828;2257;65253;65122;16333;65222;2712;62834;82;65459;65511;0;0
236;1521877828;1766;65264;65101;16265;65240;2740;62822;53;65430;65521;0;0
237;1521877828;2399;65278;65109;16309;65234;2703;62852;53;65440;65535;0;0
238;1521877828;2079;65278;65106;16308;65264;2724;62849;79;65440;65505;0;0
239;1521877828;1901;65279;65117;16297;65248;2719;62891;87;65459;65486;0;0
240;1521877828;2211;65282;65121;16293;65215;2713;62822;66;65447;65526;0;0
241;1521877828;1867;65265;65111;16276;65248;2735;62832;100;65427;65517;0;0
242;1521877828;2200;65266;65115;16317;65217;2719;62796;93;65428;65529;0;0
243;1521877828;1849;65266;65094;16296;65265;2752;62827;56;65418;65509;0;0
244;1521877829;2260;65532;65112;16299;65242;2745;62791;60;65429;65518;0;0
245;1521877829;1746;65279;65111;16320;65245;2717;62859;57;65452;65491;0;0
246;1521877829;2300;65281;65109;16283;65242;2708;62829;72;65443;65514;0;0
247;1521877829;1682;65284;65122;16331;65268;2704;62791;78;65468;65511;0;0
248;1521877829;2315;65285;65097;16313;65247;2701;62831;89;65439;65495;0;0
249;1521877829;2069;65289;65120;16302;65210;2725;62809;51;65444;65502;0;0
250;1521877829;1882;65288;65117;16329;65213;2724;62800;78;65448;65487;0;0
251;1521877829;2061;65282;65099;16273;65230;2691;62778;47;65459;65517;0;0
252;1521877829;1862;65258;65116;16315;65239;2720;62790;78;65452;65500;0;0
253;1521877829;2188;65272;65093;16306;65243;2715;62813;91;65428;65499;0;0
254;1521877830;1793;65281;65107;16302;65223;2701;62808;110;65441;65519;0;0
255;1521877830;2266;65265;65122;16322;65201;2685;62829;70;65430;65524;0;0
256;1521877830;1614;65279;65104;16290;65226;2728;62839;65;65455;65505;0;0
257;1521877830;2392;65282;65115;16297;65218;2708;62850;88;65432;65518;0;0
258;1521877830;2022;65264;65100;16244;65246;2713;62827;81;65434;65497;0;0
259;1521877830;1918;65280;65098;16295;65223;2701;62821;60;65425;65532;0;0
260;1521877830;2123;65286;65112;16339;65250;2689;62834;72;65430;65500;0;0
261;1521877830;1712;65030;65099;16280;65252;2728;62796;70;65449;65497;0;0
262;1521877830;2166;65275;65110;16312;65220;2706;62821;72;65447;65496;0;0
263;1521877830;1683;65305;65078;16300;65189;2703;62797;82;65435;65501;0;0
264;1521877831;2198;65265;65125;16303;65221;2702;62813;83;65439;65474;0;0
265;1521877831;1763;65280;65128;16321;65235;2698;62789;96;65446;65519;0;0
266;1521877831;2257;65275;65142;16295;65247;2712;62779;82;65436;65499;0;0
267;1521877831;1690;65288;65124;16241;65189;2698;62778;81;65443;65504;0;0
268;1521877831;2317;65278;65132;16312;65236;2687;62788;72;65436;65498;0;0
269;1521877831;2062;65293;65118;16302;65230;2686;62794;83;65432;65513;0;0
270;1521877831;1913;65279;65109;16295;65224;2687;62800;89;65443;65501;0;0
271;1521877831;2197;65295;65108;16279;65220;2694;62830;80;65450;65513;0;0
272;1521877831;1844;65269;65110;16296;65190;2704;62857;76;65441;65503;0;0
273;1521877832;2189;65261;65117;16344;65207;2733;62890;82;65461;65523;0;0
274;1521877832;1785;65273;65103;16300;65214;2704;62849;75;65431;65511;0;0
275;1521877832;2236;65251;65110;16317;65213;2728;62820;96;65445;65500;0;0
276;1521877832;1805;65258;65107;16295;65223;2709;62818;99;65462;65490;0;0
277;1521877832;2370;65277;65114;16352;65195;2718;62812;93;65437;65533;0;0
278;1521877832;1716;65266;65105;16292;65164;2677;62781;67;65447;65513;0;0
279;1521877832;1909;65268;65098;16293;65185;2705;62833;92;65427;65497;0;0
280;1521877832;2120;65274;65113;16327;65212;2686;62839;66;65434;65532;0;0
281;1521877832;1903;65256;65100;16265;65226;2688;62857;78;65437;65495;0;0
282;1521877832;2130;65269;65108;16296;65170;2703;62800;68;65451;65494;0;0
283;1521877833;1817;65277;65102;16298;65187;2713;62821;85;65429;65524;0;0
284;1521877833;2215;65297;65105;16286;65189;2698;62794;72;65435;65516;0;0
285;1521877833;1756;65275;65122;16295;65193;2735;62847;104;65435;65511;0;0
286;1521877833;2338;65259;65113;16297;65230;2716;62781;55;65446;65494;0;0
287;1521877833;1692;65295;65120;16313;65221;2714;62798;78;65422;0;0;0
288;1521877833;1910;65253;65114;16318;65243;2685;62817;68;65436;65525;0;0
289;1521877833;1705;65270;65124;16296;65215;2663;62804;81;65438;65514;0;0
290;1521877833;1812;65283;65111;16309;65197;2689;62788;66;65426;65513;0;0
291;1521877833;2184;65258;65106;16295;65208;2689;62824;54;65463;65481;0;0
292;1521877834;1772;65283;65116;16301;65212;2712;62825;60;65434;12;0;0
293;1521877834;2227;65265;65115;16320;65193;2690;62842;95;65442;65497;0;0
294;1521877834;1792;65275;65116;16272;65218;2686;62831;79;65437;65518;0;0
295;1521877834;2196;65277;65124;16318;65219;2701;62793;76;65429;65507;0;0
296;1521877834;1781;65269;65120;16246;65219;2669;62823;66;65420;65509;0;0
297;1521877834;2176;65287;65097;16351;65206;2677;62806;71;65452;65535;0;0
298;1521877834;1647;65270;65116;16301;65246;2732;62839;82;65451;65492;0;0
299;1521877834;1885;65279;65120;16285;65217;2703;62848;75;65424;65523;0;0
300;1521877834;2007;65280;65111;16297;65184;2678;62801;82;65418;65503;0;0
301;1521877834;1886;65262;65109;16282;65188;2683;62834;73;65438;65518;0;0
302;1521877835;2028;65282;65117;16301;65245;2675;62863;83;65429;65524;0;0
303;1521877835;1826;65269;65111;16311;65235;2671;62860;65;65459;65512;0;0
304;1521877835;2193;65273;65125;16292;65213;2680;62855;93;65432;65511;0;0
305;1521877835;1814;65285;65105;16296;65215;2711;62814;56;65418;65508;0;0
306;1521877835;2312;65264;65111;16305;65220;2678;62815;69;65403;65512;0;0
307;1521877835;1653;65279;65107;16313;65191;2695;62839;87;65435;65505;0;0
308;1521877835;1912;65275;65107;16295;65201;2744;62831;75;65438;65504;0;0
309;1521877835;2116;65260;65113;16295;65224;2697;62793;82;65430;65508;0;0
310;1521877835;1963;65271;65125;16343;65202;2688;62799;75;65448;65521;0;0
311;1521877835;2173;65291;65116;16292;65192;2710;62807;76;65424;65517;0;0
312;1521877836;1876;65281;65111;16294;65235;2694;62782;88;65452;65523;0;0
313;1521877836;2162;65252;65128;16334;65200;2712;62812;97;65439;65506;0;0
314;1521877836;1783;65528;65105;16292;65223;2706;62825;73;65427;65526;0;0
315;1521877836;2304;65263;65112;16316;65212;2715;62826;86;65430;65492;0;0
316;1521877836;1765;65271;65108;16256;65220;2710;62794;56;65426;65509;0;0
317;1521877836;2306;65270;65120;16357;65238;2712;62834;68;65428;65501;0;0
318;1521877836;1655;65264;65102;16290;65201;2714;62806;92;65437;65515;0;0
319;1521877836;1874;65274;65113;16300;65248;2721;62892;74;65439;65497;0;0
320;1521877836;2140;65276;65129;16288;65208;2723;62800;88;65452;65493;0;0
321;1521877837;1850;65277;65111;16292;65175;2714;62820;98;65459;65534;0;0
322;1521877837;2143;65277;65110;16294;65229;2707;62837;85;65452;65523;0;0
323;1521877837;1858;65272;65119;16294;65217;2683;62837;78;65465;65514;0;0
324;1521877837;2097;65283;65112;16299;65247;2710;62876;90;65435;65503;0;0
325;1521877837;1850;65269;65101;16310;65245;2733;62812;79;65436;65471;0;0
326;1521877837;2216;65270;65124;16293;65234;2713;62795;66;65447;65498;0;0
327;1521877837;1707;65296;65120;16301;65215;2737;62785;67;65427;65517;0;0
328;1521877837;1907;65294;65123;16321;65229;2722;62790;70;65454;65496;0;0
329;1521877837;2053;65275;65103;16297;65220;2698;62767;83;65450;65469;0;0
330;1521877837;1939;65264;65119;16312;65219;2700;62847;82;65429;65533;0;0
331;1521877838;1978;65296;65114;16290;65233;2672;62780;70;65443;65507;0;0
332;1521877838;1888;65271;65105;16305;65222;2698;62813;87;65421;65495;0;0
333;1521877838;2142;65263;65122;16313;65197;2725;62812;95;65423;65497;0;0
334;1521877838;1710;65277;65119;16293;65199;2697;62836;77;65433;65534;0;0
335;1521877838;2284;65270;65109;16316;65212;2696;62818;75;65446;65497;0;0
336;1521877838;1579;65265;65105;16299;65219;2692;62853;74;65446;65523;0;0
337;1521877838;2280;65279;65122;16299;65190;2710;62801;88;65446;65516;0;0
338;1521877838;1639;65279;65109;16281;65198;2717;62862;90;65429;65517;0;0
339;1521877838;1951;65280;65099;16292;65216;2699;62786;74;65449;65521;0;0
340;1521877839;2158;65248;65129;16298;65221;2710;62831;88;65446;65514;0;0
341;1521877839;1842;65279;65117;16271;65229;2714;62833;73;65434;65482;0;0
342;1521877839;2155;65285;65120;16293;65225;2727;62850;68;65437;65523;0;0
343;1521877839;1840;65263;65111;16321;65220;2712;62815;75;65447;65501;0;0
344;1521877839;2216;65273;65117;16294;65219;2710;62763;96;65435;65473;0;0
345;1521877839;1805;65273;65118;16342;65207;2718;62848;68;65424;65532;0;0
346;1521877839;2306;65277;65120;16298;65254;2683;62830;87;65428;65503;0;0
347;1521877839;1724;65281;65111;16294;65222;2703;62857;83;65438;65511;0;0
