Round;Timestamp;AccX;AccY
2;10;3.537433;3.4883518
2;31;2.2337902;1.2909536
2;82;1.8696321;0.14317329
2;134;4.598304;0.33207577
2;185;5.646198;-0.87911767
2;236;5.5471296;-0.9260078
2;287;4.746216;-0.7310348
2;338;3.2046504;-0.43733564
2;389;1.4681484;-0.23589103
2;440;0.6901406;-0.30954227
2;491;0.6117352;0.18359488
2;542;0.6144217;0.3382717
2;595;0.3944214;0.8708053
2;647;-0.5163102;1.4266995
2;702;-1.6208342;1.5635256
2;753;-2.6413724;1.6305331
2;805;-3.6135554;0.76864755
2;856;-3.3828876;0.30762073
2;910;-2.313321;0.4488579
2;962;-1.2106273;0.15098193
2;1015;-1.3407736;0.11554255
2;1068;-2.2023726;0.3432975
2;1121;-3.5478282;0.03745425
2;1174;-5.5473537;0.011728518
2;1225;-7.376329;-0.5158686
2;1276;-7.5393915;-0.19767503
2;1328;-8.4303665;0.09618054
2;1381;-8.031866;-0.53223413
2;1434;-7.9665833;-1.0398421
2;1488;-7.715388;-0.6125196
2;1540;-6.5006084;-0.45688823
2;1592;-5.9589376;-0.05451417
2;1644;-5.026559;0.10579268
2;1696;-4.5404363;0.33361697
2;1748;-6.087298;0.06445474
2;1801;-6.5408583;-0.44962278
2;1855;-7.0939116;-0.25458452
2;1907;-6.9699273;0.2072591
2;1960;-6.177964;0.749952
2;2012;-5.406882;1.0403697
2;2064;-3.473741;1.0855228
2;2117;-2.0979655;0.77415323
2;2171;-1.2273455;0.1052816
2;2224;-0.40687543;-0.20170169
2;2277;0.48836327;-0.17694089
2;2331;0.48684904;-0.45683447
2;2384;-0.47378346;-0.52586204
2;2438;-1.8151073;-0.6531413
2;2491;-3.1316075;-0.7664378
2;2545;-4.823267;-0.86965376
2;2599;-6.096299;-0.8649193
2;2651;-7.309848;-0.9055254
2;2703;-8.520725;-0.61376953
2;2757;-9.076941;-0.6983679
2;2809;-9.057536;-0.54267126
2;2860;-7.9098716;-0.51771766
2;2914;-7.0700054;-0.58219934
2;2967;-6.7381363;-0.7326382
2;3020;-6.365461;-0.63551134
2;3073;-6.5087543;-0.6795242
2;3125;-6.6428647;-0.4876854
2;3177;-5.330895;-0.41696006
2;3229;-4.0724635;-0.011074508
2;3281;-2.0006373;-0.1157042
2;3336;-0.6471962;0.083844766
2;3389;0.30227885;-0.055174407
2;3441;0.5413052;-0.047866415
2;3493;0.050704263;-0.2658974
2;3547;0.11172427;-0.29854456
2;3599;0.09575359;-0.25828364
2;3650;0.29557097;-0.27724653
2;3702;0.5227268;-0.36215782
2;3754;0.33529297;-0.0585802
2;3806;0.51928365;0.21130338
2;3857;-0.3085639;0.1444274
2;3908;-0.81821793;-0.13373531
2;3961;-1.1601048;-0.09752797
2;4016;-1.0046619;-0.09637444
2;4067;0.5205937;-0.37288913
2;4121;3.6140077;-0.35510272
2;4172;6.2277527;-0.02736545
2;4225;9.356592;-0.08537041
2;4275;11.377979;-0.6284521
2;4327;12.10876;-0.89878124
2;4379;11.024837;-0.69562656
2;4430;10.347844;-0.8136473
2;4482;9.019224;-0.8556057
2;4532;8.6504345;-0.73655903
2;4582;6.9154253;-0.30519128
2;4633;6.016502;-0.004496141
2;4685;4.795683;-0.03711944
2;4736;2.5917552;0.07082068
2;4787;0.9203892;-0.012796034
2;4839;-0.4085514;-0.15618177
2;4892;-2.1518867;-0.26515943
2;4948;-3.5965998;-0.36723635
2;4999;-5.2785172;-0.31810027
2;5050;-6.0851903;-0.06270221
2;5101;-6.456322;-0.23910303
2;5152;-6.3713527;-0.3347488
2;5205;-6.1362267;-0.6650035
2;5256;-6.4412856;-0.41664082
2;5308;-6.163297;-0.37795222
2;5361;-6.380194;-0.2662849
2;5412;-6.334496;-0.38261834
2;5464;-6.3698807;-0.300294
2;5516;-6.5257354;-0.46435076
2;5567;-6.9469943;-0.6394799
2;5622;-7.6942787;-0.5478908
2;5675;-7.945204;-0.4835282
2;5727;-7.7301044;-0.23097417
2;5778;-7.5004525;-0.16952713
2;5830;-7.3897614;-0.18611135
2;5882;-7.2166595;-0.32800356
2;5932;-7.094693;-0.28925788
2;5984;-7.835749;-0.55095655
2;6038;-8.20385;-0.66003484
2;6091;-7.9480114;-0.8036236
2;6145;-8.082009;-0.7231753
2;6198;-7.2663856;-0.6816386
2;6250;-6.8895135;-0.64482284
2;6305;-5.99461;-0.47139865
2;6358;-4.802122;0.0788791
2;6410;-3.2046056;0.22532132
2;6463;-2.3266823;0.1554759
2;6516;-1.4660621;0.19770198
2;6569;-0.6853636;-0.2401892
2;6621;-0.6078857;-0.41987148
2;6674;-1.7951581;-0.58837867
2;6727;-3.0117006;-0.33676776
2;6779;-3.3331437;-0.089029014
2;6832;-2.7527509;-0.21017045
2;6886;-2.6976829;-0.28472134
2;6938;-1.4682716;-0.35968056
2;6989;0.18271287;-0.39724568
2;7040;0.33234322;-0.43168592
2;7093;-0.79471433;-0.20022877
2;7145;-1.1492138;0.14767146
2;7198;-1.2945242;0.3084923
2;7250;-1.5631206;0.23401298
2;7303;-1.3554561;0.5138185
2;7357;0.3248184;0.41858423
2;7410;0.67223066;0.34237188
2;7463;1.0416353;0.28444883
2;7516;0.34146085;0.42933324
2;7568;-0.28700674;0.15938233
2;7621;-1.5993361;0.25684294
2;7675;-3.3197312;0.1396628
2;7726;-5.058378;0.09929825
2;7779;-5.8747478;-0.22950338
2;7832;-7.2640104;-0.6005767
2;7885;-7.5235386;-0.8491466
2;7936;-7.1755624;-1.1046017
2;7988;-6.997567;-1.1748586
2;8041;-6.493629;-0.9576289
2;8095;-6.5290527;-0.76948917
2;8147;-6.2103515;-0.7159171
2;8199;-6.171981;-0.7030526
2;8250;-6.2453804;-0.720494
2;8303;-6.475602;-0.92466444
2;8356;-6.311573;-0.85851306
2;8409;-6.9681997;-0.8124894
2;8462;-7.245497;-0.66009283
2;8514;-7.0096006;-0.27918577
2;8567;-5.5870895;-0.117207065
2;8619;-4.079957;0.09353552
2;8672;-2.5900774;0.28234893
2;8725;-0.822172;0.24759261
2;8778;0.00656388;0.51484877
2;8828;0.08356803;0.24583578
2;8882;0.112931736;0.036328617
2;8932;-0.1442118;-0.036884215
2;8985;-0.021587158;0.18424153
2;9036;0.08864037;0.27764234
2;9088;-0.18657364;0.3432974
2;9139;-0.029028954;0.28617656
2;9193;-1.4471667;0.06604782
2;9246;-3.4759755;-0.59823537
2;9297;-4.94217;-1.000283
2;9349;-6.8347697;-0.6445191
2;9401;-7.3617883;-0.5200891
2;9454;-7.4441013;-0.14663297
2;9507;-5.227874;0.2963389
2;9560;-1.5125011;0.13107888
2;9610;1.768742;-0.3298744
2;9662;5.2614226;-0.8499312
2;9713;8.138328;-0.8673612
2;9766;9.03476;-0.38307232
2;9819;10.551247;-1.1293449
2;9866;6.555324;-0.77811563
