Round;Timestamp;AccX;AccY
9;3434;-7.7012944;-0.45139414
9;3489;-6.7378087;0.038361087
9;3543;-4.991781;0.24405622
9;3597;-3.1912956;-0.11067018
9;3648;-2.1998868;-0.21421573
9;3701;-0.56327283;-0.012648843
9;3752;1.4469912;-0.096194066
9;3805;3.2739432;-0.24898352
9;3857;5.0423245;-0.15482195
9;3909;6.052289;-0.41187522
9;3960;6.6459537;-0.67227
9;4013;5.6856265;-0.8533785
9;4070;4.538052;-0.5325078
9;4124;3.0597246;-0.5605169
9;4177;2.249253;-0.33690462
9;4231;1.4146603;0.18671353
9;4284;1.6459745;0.20633043
9;4336;2.3430002;0.06512436
9;4389;3.840403;-0.18696642
9;4442;5.334233;-0.44236144
9;4494;7.0260186;-0.3763634
9;4547;8.120143;-0.7360108
9;4600;7.9788246;-0.62769645
9;4654;6.275177;-0.38396472
9;4707;4.7185464;-0.29464442
9;4760;2.775385;-0.28230128
9;4812;1.2217537;-0.29843676
9;4864;0.31889945;-0.31931606
9;4919;0.63798845;-0.36505255
9;4971;1.1242882;-0.5478296
9;5024;1.2378844;-0.49478614
9;5077;0.9761004;-0.42588294
9;5130;0.21790881;-0.4802883
9;5183;-1.9285741;-0.52460176
9;5235;-4.0838933;-0.5199459
9;5287;-5.6917524;-0.70790637
9;5340;-6.6989264;-0.97356737
9;5392;-7.4705048;-0.7967334
9;5444;-7.787216;-0.6053361
9;5497;-7.5511894;-0.4830297
9;5550;-7.9105263;-0.8640052
9;5602;-8.325285;-0.89192617
9;5655;-7.9232163;-0.807558
9;5708;-7.8172936;-0.90470546
9;5760;-7.568683;-0.94481516
9;5812;-6.9204082;-0.5855627
9;5863;-5.694385;-0.42468268
9;5914;-4.017706;-0.04531157
9;5966;-2.7498937;-0.061977692
9;6018;-1.290139;0.12851575
9;6070;-0.17633364;0.07353411
9;6122;-0.48960394;0.08221025
9;6175;-1.309105;-0.25918216
9;6228;-3.14908;-0.7709951
9;6280;-4.925083;-1.4289052
9;6333;-6.477773;-1.5371853
9;6385;-7.829984;-1.7697909
9;6436;-8.212887;-1.3721781
9;6489;-7.871524;-0.90028006
9;6542;-8.0898075;-0.45258912
9;6595;-8.038246;-0.36782092
9;6648;-7.951118;-0.7323003
9;6701;-7.8789225;-0.73603565
9;6755;-7.444908;-0.54743993
9;6807;-6.528851;-0.10579683
9;6859;-4.657969;0.4081875
9;6912;-2.453526;0.7119557
9;6965;-0.9603038;0.6754799
9;7019;0.784295;0.34728265
9;7072;2.2659874;-0.23417774
9;7126;2.7637475;-0.08545743
9;7178;1.9014814;-0.039967615
9;7230;1.1538757;-0.21605028
9;7284;0.37605876;-0.28881228
9;7339;-1.0577437;-0.52856517
9;7391;-1.3205565;-0.27102262
9;7444;-0.6341919;-0.2802128
9;7496;0.23361193;-0.2074736
9;7547;0.5757268;-0.020864798
9;7600;0.27718428;0.10690163
9;7652;0.18075076;-0.2850126
9;7704;-0.028295046;-0.32983807
9;7755;-1.5879642;-0.40589595
9;7807;-1.8177817;-0.40747964
9;7860;-1.2851753;-0.29392505
9;7913;-1.160252;-0.101686224
9;7966;-0.84267807;-0.33584952
9;8019;-0.79218745;-0.17443259
9;8072;-1.2322147;-0.34621394
9;8125;-2.281044;-0.6106085
9;8180;-4.2890286;-0.643065
9;8232;-5.6096377;-1.0588766
9;8285;-6.6971498;-0.9547671
9;8337;-8.001246;-1.241805
9;8389;-7.837067;-1.1536238
9;8441;-7.880343;-0.77764595
9;8494;-7.787703;-0.6028527
9;8547;-7.8433123;-0.54080564
9;8601;-8.078991;-0.6903593
9;8652;-7.9876423;-0.71719503
9;8704;-7.794234;-1.0113337
9;8757;-7.636587;-1.3458772
9;8810;-6.0308857;-0.7090423
9;8863;-4.4286323;-0.3087069
9;8916;-2.6257732;0.014013833
9;8968;-1.3835769;0.2460006
9;9020;-0.6654461;-0.054030158
9;9072;0.34909528;0.29732564
9;9126;0.8415483;0.11613433
9;9181;0.7041512;0.1470278
9;9235;0.8236084;0.4519372
9;9289;0.5534057;0.6035274
9;9342;0.23299937;0.22494815
9;9394;-0.85850775;-0.36549512
9;9448;-0.9020097;-0.5919317
9;9501;-0.29176295;-0.14121541
9;9553;-0.13944833;0.014383786
9;9607;0.22707193;0.029663185
9;9658;-0.025282178;0.006965967
9;9711;0.20543078;0.11923953
9;9763;-0.065210484;-0.24317732
9;9814;-0.269553;-0.50637573
9;9868;-0.13117544;-0.42418414
9;9923;-0.42822438;-0.36461723
9;9976;-0.18941458;-0.20430109
9;10030;-0.15079539;-0.053830158
9;10083;-0.40806007;0.03284512
9;10137;0.08563882;0.45101163
9;10191;0.34714264;0.6041691
9;10244;1.6165006;0.60249716
9;10297;1.0761936;0.64547676
9;10350;1.5105017;0.60286
9;10403;-0.05075703;1.0984596
9;10425;-7.8613615;2.9879637
