Round;Timestamp;AccX;AccY
0;8717;0.29765424;-0.33264166
0;8767;0.60233766;-0.25430256
0;8818;0.3600589;0.041555457
0;8870;0.5170003;-5.14E-04
0;8922;-0.25215197;-0.2174464
0;8975;-0.53972566;0.17160311
0;9029;-1.3616861;0.18354926
0;9081;-1.7901953;-0.10470332
0;9134;-1.866074;-0.051657785
0;9187;-1.531689;0.14295144
0;9241;-0.5206206;0.14660178
0;9292;0.48602197;0.12933664
0;9344;0.22483525;-0.13674311
0;9396;-0.12618579;-0.00948143
0;9448;-1.0354332;-0.18112288
0;9502;-1.2550874;-0.26280868
0;9554;-1.3335133;-0.067957975
0;9607;-1.5365995;-0.3007832
0;9659;-1.6235641;-0.76917094
0;9712;-1.3831841;-0.6476522
0;9765;-1.5382259;-0.67821735
0;9817;-1.239182;-0.83766174
0;9870;-0.9861593;-0.9473534
0;9924;-0.91514695;-0.8239629
0;9977;-0.8634569;-0.46206218
0;10029;-0.99348396;-0.5325316
0;10082;-1.7907966;-0.4035266
0;10134;-2.1126878;0.20950611
0;10188;-2.6099546;0.022853702
0;10242;-2.7958076;-0.21065657
0;10293;-3.5647395;-0.26390007
0;10346;-4.435156;-0.33874014
0;10398;-4.721757;-0.51431805
0;10451;-4.9265885;-0.49766335
0;10503;-5.3538065;-0.488072
0;10554;-5.5602317;-0.35910434
0;10608;-4.9575295;-0.64193314
0;10661;-4.4276404;-0.48742622
0;10713;-3.8882809;-0.17323238
0;10764;-2.7509463;-0.16301814
0;10817;-1.3852684;-0.011157342
0;10870;-1.062272;0.24505436
0;10924;-0.8109046;0.1122425
0;10977;-1.4702876;0.082558505
0;11030;-1.6668193;-0.01468547
0;11082;-2.2630389;-0.014519625
0;11135;-2.759247;-0.0549578
0;11189;-2.8184981;-0.1166671
0;11241;-2.5595284;-0.04433522
0;11294;-2.2935703;-0.16232379
0;11347;-1.8847436;-0.4534784
0;11399;-2.2463894;-0.5861886
0;11454;-1.2368808;-0.66824853
0;11507;-0.7733376;-0.7584478
0;11560;0.06178903;-0.72676677
0;11613;0.3856199;-0.42651728
0;11667;0.9741033;-0.09361022
0;11720;1.1031775;-0.21841756
0;11772;0.90814567;-0.07668805
0;11825;0.62324077;-0.009897034
0;11878;1.0879056;-0.21957417
0;11930;1.1436563;-0.42176294
0;11981;1.7325046;-0.31921238
0;12034;1.7267036;-0.058929518
0;12086;1.8927065;-0.008550738
0;12139;1.7582126;-0.2307503
0;12192;1.5981295;-0.052623756
0;12244;0.78126;-0.37434638
0;12296;-0.5655259;-0.6205574
0;12349;-1.9225419;-0.6537258
0;12401;-3.0441933;-0.2893584
0;12452;-3.6956825;-0.1751581
0;12504;-3.0291364;-0.011534631
0;12559;-1.6935371;0.18336272
0;12613;-0.10742921;0.22324531
0;12667;1.7970524;0.097101994
0;12719;2.788022;0.16822535
0;12772;2.9264815;-0.12857689
0;12824;2.0789535;-0.09980606
0;12877;1.0288131;-0.38082424
0;12930;0.38582814;-0.3316332
0;12980;-0.15032685;-0.16109349
0;13032;-0.6695405;-0.21959442
0;13085;-0.34902692;0.13827291
0;13138;0.4355053;0.9011776
0;13190;-1.1887212;-0.39264908
0;13227;1.453879;1.4945805
0;13233;3.66672;1.5358804
