Round;Timestamp;AccX;AccY
4;9;4.357447;2.3307555
4;29;1.6575058;-0.3931279
4;81;1.0857704;-0.66534865
4;133;0.9576807;0.112048626
4;184;0.8963258;-0.28892836
4;236;0.93693507;0.46924382
4;288;0.6096643;0.31402904
4;339;0.33612317;0.3520606
4;392;0.33354747;0.48081884
4;443;0.55724674;0.1617195
4;495;0.46622774;-0.14405428
4;547;0.7049742;-0.06497101
4;603;0.9950415;-0.17228822
4;655;0.438372;-0.15666579
4;707;-0.9393926;-0.8440141
4;759;-2.5427084;-0.6938396
4;812;-3.8578997;-0.49838158
4;864;-5.638135;-0.62564534
4;917;-7.1876507;-0.4552476
4;971;-7.6159124;-0.16380075
4;1025;-7.524671;0.12895311
4;1078;-6.583641;-0.04938689
4;1131;-5.68976;-0.2685185
4;1184;-4.3497796;-0.17771715
4;1237;-2.6691816;-0.046931528
4;1291;-2.3972552;-0.06700555
4;1344;-2.2230227;-0.12418549
4;1397;-2.9763565;-0.12722541
4;1449;-3.6524684;0.07177111
4;1502;-4.7056065;-0.11911206
4;1555;-6.0243797;-0.018878937
4;1608;-6.3808904;-0.07041231
4;1660;-6.5410705;-0.09095063
4;1712;-6.469682;-0.15843497
4;1765;-6.1326337;-0.34416592
4;1818;-5.7894387;-0.44923308
4;1869;-5.137677;-0.45648518
4;1922;-4.9782267;-0.7223939
4;1974;-5.1041393;-0.5928686
4;2025;-4.785469;-0.69597375
4;2076;-4.614135;-0.63697886
4;2128;-3.9797738;-0.37953275
4;2180;-4.543697;-0.4090032
4;2232;-4.010978;0.035606205
4;2285;-3.733305;0.2264189
4;2337;-3.4161735;0.2937488
4;2390;-3.8350823;0.11282699
4;2443;-3.7598295;-0.003108326
4;2497;-3.7359276;-0.35710084
4;2551;-3.6931865;-0.36835566
4;2603;-4.2156925;-0.52670676
4;2656;-4.326345;-0.43895257
4;2710;-5.103597;-0.26283163
4;2763;-5.120586;-0.13781796
4;2815;-5.0741153;-0.44386747
4;2868;-5.2697062;-0.083212554
4;2922;-5.1864862;-0.36332795
4;2975;-4.939337;-0.28137988
4;3027;-5.1490607;-0.41419894
4;3079;-5.5459695;-0.6531123
4;3132;-5.887824;-0.538599
4;3186;-6.1830215;-0.7772025
4;3239;-6.0306587;-0.7521213
4;3292;-6.180917;-0.5709415
4;3344;-5.473161;-0.4253211
4;3396;-4.652921;-0.32586327
4;3449;-3.869;-0.35825342
4;3502;-2.5209348;-0.5898048
4;3554;-1.3412431;-0.5706606
4;3605;-0.5536939;-0.5979876
4;3656;1.1426208;-0.42633903
4;3707;3.2179005;-0.62958074
4;3757;4.9581013;-0.22368476
4;3807;6.530035;0.045562375
4;3858;7.2015443;0.10823451
4;3910;8.071537;-0.2946423
4;3961;8.032943;0.04956617
4;4013;7.951568;-0.049193125
4;4065;8.074172;-0.18982397
4;4120;8.881846;-0.21367268
4;4171;8.661634;-0.09537631
4;4222;8.572603;0.070320114
4;4273;7.30142;-0.1615143
4;4326;5.9226646;-0.29376957
4;4380;3.7746146;0.11007936
4;4432;2.1978118;-0.15736745
4;4485;1.1855186;-0.24422725
4;4538;1.221414;0.12016922
4;4592;0.6033502;0.054473795
4;4644;1.1728511;-0.111057796
4;4698;1.3517724;-0.5849988
4;4750;1.2901099;-0.7318245
4;4801;0.8521233;-0.9330018
4;4854;-0.07033251;-1.2431628
4;4910;-1.4510398;-0.9836002
4;4964;-2.6693876;-0.65541947
4;5017;-4.2791033;-0.46337855
4;5072;-5.113501;-0.52521425
4;5123;-5.5988784;-0.40538087
4;5174;-5.4642496;-0.13221073
4;5226;-5.2850204;-0.4015989
4;5278;-4.856613;-0.36850703
4;5330;-4.73153;-0.40468958
4;5382;-4.7677436;-0.57798415
4;5434;-5.0805945;-0.8787954
4;5487;-5.449941;-1.0196106
