Round;Timestamp;AccX;AccY
4;5541;-6.1790123;-0.6388539
4;5595;-6.83069;-0.81643105
4;5649;-6.878931;-0.8848296
4;5702;-6.5894046;-0.52279
4;5756;-6.4762416;-0.42086852
4;5809;-7.2702274;-0.40399718
4;5863;-7.3339443;-0.43356407
4;5915;-7.094849;-0.36584136
4;5968;-7.7498336;-0.41761205
4;6021;-8.222526;-0.95804954
4;6074;-8.146037;-0.81524223
4;6127;-7.830244;-0.71740025
4;6181;-7.360136;-0.4356265
4;6233;-6.793543;-0.317979
4;6287;-5.424549;-0.05158622
4;6341;-3.8997657;0.17329666
4;6395;-3.046653;0.17275149
4;6448;-2.0680919;-0.037342325
4;6500;-1.0765193;-0.4402979
4;6550;-0.31803593;-0.5848175
4;6602;-0.5419923;-0.36709747
4;6653;-0.534165;-0.39338708
4;6705;-0.15871371;-0.10251118
4;6758;-0.2436385;0.34847865
4;6810;-0.5046397;0.30044952
4;6863;-0.35083142;0.017998002
4;6915;-0.0254356;-0.4264716
4;6968;-0.1338286;-0.6003041
4;7020;-0.4641891;-0.5588896
4;7074;-0.78491884;-0.93039197
4;7128;-0.3116214;-1.0434376
4;7180;-0.11913587;-0.843044
4;7233;-0.41602206;-0.63960624
4;7285;-0.3955874;-0.48681885
4;7338;-0.35292715;-0.44549766
4;7392;-0.6249499;-0.22277158
4;7445;-0.7512684;-0.21027309
4;7498;-1.2575758;-0.275072
4;7551;-1.0901216;-0.47093326
4;7604;-1.2584194;-0.3127594
4;7657;-2.5606794;-0.37912443
4;7710;-3.9408975;-0.49648908
4;7763;-5.189619;-0.95816463
4;7817;-5.9649053;-0.75987303
4;7870;-6.4459343;-0.8096692
4;7922;-6.5490365;-0.72949356
4;7974;-5.6720247;-0.6270476
4;8027;-4.888117;-0.5945653
4;8083;-4.7901964;-0.8053722
4;8136;-5.4304886;-0.7984528
4;8188;-5.762744;-0.934032
4;8241;-5.8443666;-0.8421723
4;8293;-6.282021;-0.8549963
4;8346;-6.6178956;-1.1226246
4;8398;-6.542216;-1.1351262
4;8451;-6.676292;-1.2202303
4;8504;-7.226139;-1.4236866
4;8557;-7.627546;-1.146298
4;8611;-7.249501;-0.90327215
4;8664;-6.1252675;-0.7549137
4;8716;-4.546756;-0.54290956
4;8770;-2.8288887;-0.5710897
4;8822;-1.1935303;-0.31335646
4;8875;-0.4057415;-0.13752772
4;8928;-0.17805396;-0.3475324
4;8981;0.19663854;-0.35428074
4;9033;0.5791097;-0.45060742
4;9086;1.1809986;-0.35148123
4;9139;1.2367378;-0.23866457
4;9192;1.2019246;-0.19360073
4;9244;0.8036288;-0.060278945
4;9297;-0.31224948;-0.02894703
4;9350;-1.9191052;-0.051732365
4;9404;-3.137243;-0.20888944
4;9457;-3.7216415;-0.2937219
4;9511;-3.644965;-0.23770486
4;9564;-2.9412863;-0.18757068
4;9617;-0.94515216;-0.058748115
4;9671;1.4759724;-0.19847828
4;9724;3.5123231;-0.18643369
4;9777;4.0297174;-0.004171684
4;9829;3.8897467;0.0701149
4;9882;3.772377;-0.05581803
4;9934;1.8651173;-0.014578695
4;9984;0.75034285;-0.094092116
4;10035;-0.22170305;-0.65098345
4;10068;-8.5700445;0.44651863
4;10068;-8.5700445;0.44651863
