Round;Timestamp;AccX;AccY
10;10;0.14604631;1.6998832
10;33;-2.6973076;-0.19153616
10;85;1.6455348;4.9411535
10;136;2.2203827;0.7987058
10;188;1.6112741;1.171942
10;238;1.7755876;0.91999227
10;292;1.1966853;0.43389577
10;344;1.0665754;0.85732627
10;395;0.584009;0.75212866
10;445;0.23392595;0.18687624
10;496;-0.3910592;0.21093643
10;548;-0.1550178;0.16258912
10;601;-0.32128933;-0.09329194
10;651;-0.6239714;-0.04124241
10;702;-1.1183845;0.15866724
10;753;-1.5392166;0.32680753
10;805;-2.4092696;0.46532708
10;858;-2.9521708;0.24681216
10;911;-3.3446622;0.33044752
10;963;-3.5102475;0.5037266
10;1014;-4.441242;0.17428857
10;1065;-5.0702477;0.34937206
10;1117;-6.10705;0.14547317
10;1171;-7.0034337;0.23108402
10;1222;-7.386372;0.28134254
10;1275;-7.7346525;-0.25207627
10;1327;-7.9927425;-0.48668003
10;1381;-8.385672;-0.6290345
10;1433;-8.622686;-1.0869427
10;1486;-8.563346;-0.6824355
10;1540;-8.161768;-0.62175655
10;1593;-7.3489766;0.083005205
10;1645;-5.949171;0.7923605
10;1698;-4.406281;0.7903622
10;1750;-2.85383;0.43023908
10;1805;-0.9357243;0.5274769
10;1858;0.4886483;0.14778857
10;1911;0.9772571;0.32059604
10;1963;0.16111538;0.074023314
10;2016;-1.96617;0.108611755
10;2069;-3.8729417;0.09802753
10;2122;-6.163702;-0.6162364
10;2175;-8.044277;-0.7411454
10;2228;-9.2491;-0.4969234
10;2281;-9.6389065;-0.45427126
10;2334;-9.294783;-0.24207045
10;2385;-9.616498;-0.31178626
10;2438;-9.500351;-0.7130772
10;2491;-8.17068;-0.7481881
10;2544;-7.791203;-0.8555706
10;2597;-6.2035313;-0.33335483
10;2650;-4.7844057;-0.19219431
10;2704;-3.3178868;0.16880468
10;2757;-1.9652995;0.28350458
10;2810;-1.5203594;0.3427512
10;2863;-0.681654;-0.1598166
10;2917;-0.5692252;-0.26547036
10;2970;-1.6085955;-0.3726487
10;3022;-2.6824436;-0.6318651
10;3074;-4.524931;-1.0035768
10;3127;-6.1377673;-0.6400023
10;3180;-7.5060344;-0.13481526
10;3234;-8.179896;0.121623375
10;3286;-7.4549756;0.26230094
10;3340;-6.1079593;0.3008506
10;3393;-4.7340803;0.26735148
10;3445;-3.5055869;0.039533343
10;3497;-1.5290886;0.40887684
10;3550;0.68649536;0.6257262
10;3603;2.5750127;0.3985216
10;3655;4.8145833;-0.14255235
10;3707;6.3505225;-0.42680734
10;3758;7.850507;-1.0802855
10;3809;9.107854;-1.3059781
10;3860;9.944404;-1.2673484
10;3913;10.2205925;-0.46309766
10;3965;10.482215;-0.34606373
10;4016;10.474141;0.21317516
10;4070;8.351749;0.11343335
10;4122;5.35979;-0.16828446
10;4175;2.6553738;-0.19180982
10;4227;0.8389199;-0.50625974
10;4279;-0.4184069;-0.8673167
10;4333;-1.586996;-0.60038394
10;4384;-0.87972295;-0.1341282
10;4437;0.11919086;0.37922186
10;4488;-0.018632254;0.07892573
10;4540;0.24951932;0.04619463
10;4596;0.44179648;-0.03126765
10;4651;0.33264682;-0.30349672
10;4704;-0.59368837;-0.6800622
10;4756;-2.214511;-0.62178874
10;4811;-4.532299;-1.0650591
10;4863;-5.903129;-1.4102709
10;4916;-7.005743;-1.4347457
10;4968;-8.574651;-1.5507554
10;5019;-9.11798;-1.6378506
10;5071;-9.451907;-0.8220569
10;5124;-9.250655;0.010463946
10;5175;-8.30171;0.28105447
10;5227;-7.6813245;0.17457567
10;5279;-5.9743643;0.53461385
10;5331;-4.750217;0.28394926
10;5383;-5.4131885;-0.079268746
10;5435;-5.7475348;-0.47116855
10;5487;-6.2974553;-0.7349049
10;5540;-6.721665;-0.88026
10;5593;-7.4863467;-1.581903
10;5646;-7.909219;-1.3719035
10;5698;-9.111986;-0.86269724
10;5751;-8.388728;-1.0197837
10;5805;-8.02132;0.012929726
10;5857;-6.985185;0.19863786
10;5909;-4.890124;-0.014416058
10;5961;-3.1341553;-0.17595214
10;6014;-1.5465083;-0.63126194
10;6068;-0.20869875;-0.35775805
10;6122;-0.7471122;-0.43235663
