Round;Timestamp;AccX;AccY
1;11;5.619191;-1.42455
1;31;3.1783025;-3.9501934
1;82;2.6072855;-0.37948096
1;132;-0.50565547;-0.014604616
1;183;-0.84792566;0.25107718
1;235;-1.4428061;0.88765293
1;286;-1.5379399;0.54276454
1;336;-0.64532864;0.2522991
1;387;-0.17679998;0.15520647
1;437;0.024213526;0.24765895
1;490;0.79917103;0.22307643
1;541;0.59503895;0.15903306
1;592;0.6673034;-0.13202411
1;645;-0.09628838;-0.012125424
1;696;-0.560038;0.15986945
1;754;-0.7606483;-0.01844055
1;809;-1.0658467;0.054551557
1;862;-1.0880712;0.42917362
1;915;-0.30725792;0.43137506
1;969;0.11676861;0.109607846
1;1022;0.4985038;0.04659788
1;1075;0.34852517;0.3508988
1;1127;-0.5354969;0.48939767
1;1180;-1.7841601;0.3125584
1;1233;-3.1193223;0.050362196
1;1284;-4.3752937;-0.051810097
1;1336;-5.2145853;-0.22419056
1;1389;-5.668289;-0.56544924
1;1443;-6.3417;-0.507209
1;1497;-5.915692;-0.42687267
1;1549;-6.3482814;-0.40004212
1;1599;-5.4109235;-0.48708427
1;1650;-4.591393;-0.46773475
1;1705;-3.4048438;-0.46437356
1;1759;-2.2497275;-0.2969266
1;1812;-1.0951575;-0.26780647
1;1865;-0.8851632;-0.13215886
1;1918;-1.1199183;0.009549864
1;1970;-2.129853;-0.013064476
1;2022;-2.58281;-0.31111145
1;2075;-3.467077;-0.17678638
1;2129;-3.7981708;-0.07944603
1;2183;-4.14133;-0.31725553
1;2236;-3.5871456;-0.26675966
1;2288;-3.2804813;-0.07992486
1;2341;-3.2020864;-0.06412001
1;2393;-3.2970872;-0.23544952
1;2447;-3.8672154;-0.49674913
1;2500;-4.0053225;-0.41460836
1;2553;-4.302523;-0.21143493
1;2605;-4.4404025;-0.47128558
1;2659;-3.8349755;-0.2004631
1;2711;-3.9926755;-0.12040242
1;2764;-3.6792192;-0.24800612
1;2817;-3.6998389;-0.4057954
1;2869;-3.6709259;-0.34381458
1;2922;-3.7768116;-0.5139449
1;2975;-4.381614;-0.24432462
1;3028;-4.5748;-0.45179617
1;3080;-4.1294084;-0.4346429
1;3131;-4.5002275;-0.38752276
1;3185;-3.941411;-0.34250146
1;3237;-3.5603337;-0.34085763
1;3291;-3.1760695;-0.36070466
