Round;Timestamp;AccX;AccY;
2;10;3.821146;0.06703765;
2;31;-5.455428;2.5809493;
2;82;-3.571909;4.1276035;
2;134;-1.4477738;0.1261744;
2;185;-3.3788273;0.7874011;
2;236;-1.6011437;0.6820304;
2;287;-1.517787;0.8651929;
2;337;-0.39214948;1.9051865;
2;387;-0.3851711;2.2729523;
2;438;0.30945525;2.506749;
2;489;0.6569193;1.9526051;
2;543;0.8615436;1.5802114;
2;594;2.2046287;0.6620818;
2;646;1.6891154;0.051833957;
2;697;0.51160043;-0.5053901;
2;750;-0.34413067;-0.4765446;
2;801;-3.7683194;-1.3055613;
2;852;-5.765716;-1.3162192;
2;904;-7.449752;-1.5442579;
2;956;-8.670924;-1.5047878;
2;1007;-8.858955;-1.5959011;
2;1057;-9.445309;-2.0005667;
2;1108;-9.020543;-2.5127;
2;1159;-7.3814187;-1.878928;
2;1210;-6.471656;-0.63778824;
2;1260;-5.4929147;1.9325705;
2;1310;-4.445918;3.9323838;
2;1360;-3.1692803;5.5798993;
2;1410;-2.3372421;7.5137167;
2;1462;-1.6374681;7.5279055;
2;1513;-2.2055159;5.8155146;
2;1565;-1.9111624;4.204711;
2;1615;-1.2179906;2.8154392;
2;1665;1.9895078;1.2166958;
2;1716;4.3526583;-0.06835296;
2;1767;7.39396;-0.8288714;
2;1819;9.28275;-0.33911535;
2;1872;9.608084;0.1494334;
2;1925;8.016825;0.18033524;
2;1977;5.614194;-0.095056996;
2;2029;4.912215;0.13869892;
2;2082;7.2809095;0.044671096;
2;2133;6.417783;-0.73780805;
2;2183;8.368984;-1.6488111;
2;2234;9.415447;-1.0358891;
2;2284;10.60577;-1.0002104;
2;2335;11.520487;-1.090617;
2;2387;10.516008;-1.0533171;
2;2441;9.991435;0.64121705;
2;2492;10.296277;1.1046857;
2;2544;7.310421;1.031762;
2;2595;6.234374;0.69879377;
2;2645;4.885256;1.3764992;
2;2695;3.8285348;0.9675104;
2;2747;2.368078;0.62940246;
2;2798;1.2044659;0.29067162;
2;2851;0.4108771;0.91426677;
2;2903;0.4560777;0.5684684;
2;2954;-0.59156984;0.9137528;
2;3006;-1.4444956;0.7083303;
2;3057;-1.8102571;0.6828025;
2;3108;-2.4483345;0.94266665;
2;3158;-2.803662;0.7134369;
2;3208;-2.761609;1.0280131;
2;3261;-2.8389106;0.9324938;
2;3314;-2.7207534;0.9569468;
2;3366;-2.3466525;1.2179117;
2;3417;-2.5766528;0.7624547;
2;3470;-3.5552497;0.3883913;
2;3522;-4.097836;0.034267083;
2;3573;-4.62413;-0.123841405;
2;3624;-6.171926;-0.15083365;
2;3675;-6.9689584;-0.8461057;
2;3727;-6.8425875;-1.169186;
2;3778;-7.6355057;-1.7587059;
2;3830;-7.145731;-1.4632138;
2;3880;-8.610396;-1.0383042;
2;3930;-8.392028;-0.2944816;
2;3982;-8.025309;0.3228005;
2;4034;-7.613594;0.6644553;
2;4085;-6.3214645;1.2973204;
2;4137;-3.7881243;1.1476932;
2;4190;-2.8394525;0.8799851;
2;4244;-0.5868624;1.1269526;
2;4296;-0.4292462;1.502918;
2;4348;-0.2194954;0.9376626;
2;4400;-0.073012844;0.662857;
2;4452;-0.6411527;1.4987639;
2;4503;0.23325323;1.4618965;
2;4553;1.3589975;0.9884175;
2;4603;1.7087655;0.75909144;
2;4656;2.6719186;0.37472573;
2;4708;2.9892583;1.0505716;
2;4759;2.2708647;0.2904177;
2;4812;2.5326083;0.7858756;
2;4863;2.0161078;1.5606111;
2;4913;2.1425762;1.086295;
2;4966;1.8942728;0.9156133;
2;5018;2.0247266;0.73502094;
2;5073;2.2471285;0.75433105;
2;5125;2.5668535;1.2743466;
2;5177;2.644288;0.84997267;
2;5228;2.654385;0.6457007;
2;5278;1.780516;0.5306867;
2;5328;0.642213;0.66805273;
2;5381;0.12686262;0.7396446;
2;5435;0.008903057;1.1548302;
2;5488;-0.9044725;0.9697553;
2;5541;0.36593243;1.3140738;
2;5595;0.9671829;1.3971163;
2;5646;0.8087946;1.3269008;
2;5696;0.69473517;1.0676337;
2;5748;1.1372335;1.3528566;
2;5800;1.208728;0.6004782;
2;5853;0.47545835;0.1523252;
2;5906;-1.8494723;-0.3679163;
2;5958;-3.038987;-1.447552;
2;6010;-3.8460188;-1.7758062;
2;6061;-6.265345;-2.5582843;
2;6112;-7.191688;-2.6805825;
2;6164;-7.8107467;-2.3164327;
2;6215;-8.196866;-2.5578644;
2;6266;-8.686158;-2.061689;
2;6318;-9.499913;-1.6701838;
2;6369;-9.22804;-2.2976358;
2;6422;-8.67882;-0.8888044;
2;6476;-8.336061;-0.3518192;
2;6529;-6.298336;1.4759487;
2;6581;-3.6556585;3.1819603;
2;6631;-1.611852;4.194173;
2;6683;-0.25045115;4.771273;
2;6734;-0.074623436;4.257121;
2;6787;0.58296007;4.013306;
2;6838;-0.44790962;3.3410172;
2;6891;-0.36877972;2.0303597;
2;6943;0.1488944;1.9989171;
2;6995;0.65132856;1.8863895;
2;7047;0.35375318;2.0538812;
2;7101;0.110241085;2.402376;
2;7154;-0.67078173;2.4107726;
2;7207;0.92679137;3.3779078;
2;7259;1.4890422;2.5013397;
2;7311;2.080124;2.7772367;
2;7364;2.5643682;2.4585257;
2;7416;2.2290258;2.1237419;
2;7467;1.3515662;1.786632;
2;7519;0.41498667;1.134358;
2;7572;-0.41582415;1.0231284;
2;7625;-0.025417918;1.2832755;
2;7678;-0.4751879;0.65830076;
2;7731;-0.21097684;1.4326241;
2;7784;0.2199702;1.2491452;
2;7835;0.16020949;0.9681292;
2;7887;0.17827787;0.6247396;
2;7938;0.43301055;1.049588;
2;7991;-0.31258428;1.2358445;
2;8043;-0.47665557;1.0053719;
2;8097;-0.45604062;0.5989897;
2;8151;0.13623731;0.92892224;
2;8204;0.96402484;0.8349162;
2;8257;2.10111;0.43336704;
2;8309;3.6813087;0.39724052;
2;8360;4.9942374;1.0921291;
2;8413;4.6240783;0.93804395;
2;8465;6.024548;0.93778586;
2;8516;5.533108;0.21697368;
2;8568;5.04329;-0.04864479;
2;8621;5.02887;-0.25588736;
2;8675;5.51422;-0.5292968;
2;8728;4.7787833;-1.2107675;
2;8781;3.6231642;-1.2251607;
2;8835;0.92227036;-1.3739897;
2;8887;-1.9417175;-1.5662723;
2;8938;-6.069954;-2.5700138;
2;8991;-9.983556;-2.7250657;
2;9044;-11.966531;-2.3065085;
2;9097;-11.819519;-1.1388522;
2;9150;-11.026383;-1.4583788;
2;9202;-8.681856;-1.7024795;
2;9254;-7.5814543;-1.6213524;
2;9307;-8.144399;-1.7307479;
2;9358;-6.8270373;-1.9966763;
2;9409;-8.315378;-1.6433924;
2;9461;-8.333218;-0.75986373;
2;9512;-8.142188;1.1098357;
2;9563;-7.629151;2.87861;
2;9614;-5.966224;4.2243185;
2;9665;-4.084137;5.687117;
2;9717;-3.4826388;6.102277;
2;9769;-0.4785522;5.865169;
2;9822;0.11232537;4.829107;
2;9873;0.785096;3.7963493;
2;9924;0.8911022;2.8249955;
2;9974;-0.08393075;3.0385106;
2;10026;-0.19796418;2.2101822;
2;10078;-0.22162735;2.375987;
2;10130;-0.85480773;2.0912998;
2;10182;-0.37836042;2.121669;
2;10234;-1.1448286;1.8828646;
2;10287;-1.8125184;1.7608969;
2;10339;-0.8352789;1.2734861;
2;10391;-2.0294552;0.97973937;
2;10442;-1.5963427;0.5272892;
2;10493;-0.85181445;0.80710506;
2;10546;0.44468114;1.1922908;
2;10597;1.0211571;0.39305952;
2;10650;1.2279893;0.19769575;
2;10702;1.8597206;0.50170755;
2;10755;2.8643792;0.21354817;
2;10808;2.168987;0.27570316;
2;10861;2.777422;0.50827146;
2;10914;3.025816;-0.5994719;
2;10967;2.32997;0.04461196;
2;11018;0.1598675;0.51905787;
2;11071;0.4377577;0.9863697;
2;11123;0.9694756;-0.7030341;
2;11176;-0.3398068;-0.6488214;
2;11228;-2.6031764;0.6508618;
2;11281;-1.4110025;-0.03756017;
2;11333;-3.1915872;-2.4595366;
2;11384;-5.674976;-1.653922;
2;11435;-8.928407;-1.0685799;
2;11486;-8.476909;-0.9550035;
2;11538;-7.7679825;-3.5758343;
2;11589;-10.126232;-3.2318785;
2;11641;-9.35023;-2.382612;
2;11693;-7.445131;-3.2173293;
2;11744;-8.678049;-4.198783;
2;11797;-8.4431715;-2.675369;
2;11848;-9.821381;-1.2969185;
2;11900;-9.3815;1.8371321;
2;11952;-8.264361;1.8269632;
2;12005;-7.166229;1.6279863;
2;12055;-3.143562;2.2772021;
2;12108;-1.1968417;1.7320162;
2;12162;0.3341145;1.133778;
2;12214;0.7998944;0.7701484;
2;12266;-0.833374;0.23224911;
2;12319;-2.4155269;0.24412262;
2;12369;-2.864641;-0.5151192;
2;12421;-3.2703023;-0.9621727;
2;12472;-2.1883543;-0.24267258;
2;12523;-0.7939174;-0.9699834;
2;12575;-0.3844964;-0.46955168;
2;12627;-0.23153591;-0.5921793;
2;12680;-0.6777727;-0.627229;
2;12733;-0.97550255;-0.39552513;
2;12786;-0.759446;-0.50736445;
2;12838;-1.5334936;-0.46124244;
2;12889;-1.7214167;-0.43195134;
2;12941;-1.9595588;-1.1656331;
2;12993;-1.5989559;-0.8105139;
2;13044;-0.8282383;-0.8711443;
2;13098;-0.7121612;-0.72242284;
2;13150;-0.6138712;-0.76883835;
2;13202;-0.8497695;-0.83925587;
2;13254;-1.0618647;-0.6038436;
2;13305;-1.0497062;-0.59440565;
2;13355;-1.5281607;-0.28458348;
2;13408;-1.0386026;-0.07047759;
2;13460;-0.8383862;-0.19019495;
2;13513;-1.5932282;-0.29719713;
2;13565;-1.5107142;-0.5932448;
2;13618;-2.1479752;-0.34350783;
2;13671;-1.6345257;-0.5235342;
2;13723;-0.77815807;-0.2668644;
2;13776;-0.76069903;0.48697025;
2;13827;-1.0453758;0.9988092;
2;13878;-1.021495;1.5463369;
2;13928;-2.249483;0.79231083;
2;13979;-1.6142188;1.0386447;
2;14032;1.1190498;1.127669;
2;14085;-3.2635365;-2.1191077;
2;14127;1.482809;4.927666;
2;14138;1.1875241;0.8331822;
