Round;Timestamp;AccX;AccY;AccZ;Acc Vector a;;;
7;03:34:38:992;-0.019466594;-9.86E-04;0.005584717;0.02027584;;;
7;03:34:39:003;-0.008900806;-0.009506606;0.005025864;0.013959198;;;
7;03:34:39:012;-0.016629852;0.008682309;0.004523277;0.019297526;;;
7;03:34:39:023;-0.014966868;-0.009424172;0.004071236;0.018149301;;;
7;03:34:39:032;0.012387201;-0.008481756;-0.0135746;0.020239879;;;
7;03:34:39:043;0.011148483;-0.007633582;-0.012217522;0.018216149;;;
7;03:34:39:053;0.010033637;0.001748901;-0.002376556;0.010458516;;;
7;03:34:39:064;0.009030275;0.010193137;-0.002139092;0.013784833;;;
7;03:34:39:075;0.00812725;-0.008064427;-0.001925468;0.011610108;;;
7;03:34:39:086;0.007314526;0.009980267;-0.001732826;0.012494426;;;
7;03:34:39:097;0.006786682;-0.008292317;0.0072155;0.012918398;;;
7;03:34:39:108;0.006108016;0.00115604;-0.00212574;0.00656986;;;
7;03:34:39:119;-0.003121905;0.001040436;-0.001913071;0.003806394;;;
7;03:34:39:130;-0.002809711;9.36E-04;0.006896973;0.007505967;;;
7;03:34:39:141;0.006090388;8.43E-04;-0.002411842;0.006604547;;;
7;03:34:39:151;-0.003137775;7.58E-04;0.006448746;0.007211604;;;
7;03:34:39:161;-0.002823994;6.83E-04;-0.002815247;0.004045557;;;
7;03:34:39:172;-0.002541594;6.14E-04;0.006085396;0.006623382;;;
7;03:34:39:181;0.00633169;5.53E-04;-0.011761665;0.013369099;;;
7;03:34:39:192;-0.002920598;4.98E-04;-0.001966476;0.003555919;;;
7;03:34:39:201;0.005990587;0.009067001;-0.00177002;0.011010477;;;
7;03:34:39:211;0.005391531;-0.009077951;0.007025719;0.012682213;;;
7;03:34:39:221;0.004852377;0.009068096;-0.002296448;0.010538007;;;
7;03:34:39:231;0.004367143;0.00816129;-0.010685921;0.01413745;;;
7;03:34:39:241;0.003930427;0.007345161;0.007620812;0.011290545;;;
7;03:34:39:251;-0.005081736;-0.002008483;-0.010379791;0.011730222;;;
7;03:34:39:262;-0.004573561;0.006811494;-0.009342194;0.012433443;;;
7;03:34:39:273;0.004914545;0.006379226;-0.009291649;0.01229561;;;
7;03:34:39:284;-0.012815163;-0.011496946;0.017495155;0.024545644;;;
7;03:34:39:295;-0.002914511;-0.001728129;0.007126808;0.007891273;;;
7;03:34:39:307;0.005996063;0.007063812;0.006414414;0.011269202;;;
7;03:34:39:317;-0.003222667;-0.002261695;-0.011466026;0.012123143;;;
7;03:34:39:327;0.005718723;-0.002035525;-0.01031971;0.011972617;;;
7;03:34:39:338;-0.012091398;-0.019070223;-0.009287834;0.024415961;;;
7;03:34:39:349;-0.06259701;-0.025782328;0.01749897;0.069923727;;;
7;03:34:39:359;-0.21148157;-0.06629972;-0.001489639;0.22163557;;;
7;03:34:39:370;-0.12138039;-0.26652876;-0.009960175;0.293035792;;;
7;03:34:39:381;-0.020745978;-1.2441499;0.04278469;1.245058209;;;
7;03:34:39:392;-0.044528753;-1.4989766;-0.013208389;1.499696065;;;
7;03:34:39:403;-0.93646497;-2.391993;-0.13255501;2.572191288;;;
7;03:34:39:413;-0.7049124;-2.1269364;-0.058965683;2.241481018;;;
7;03:34:39:423;0.22749141;-2.3710566;0.15378952;2.386904445;;;
7;03:34:39:433;0.52364993;-2.030521;-0.15463924;2.102650187;;;
7;03:34:39:443;0.7557161;-2.1377575;0.03320694;2.267645731;;;
7;03:34:39:453;1.0162903;-2.165317;0.17641068;2.398450522;;;
7;03:34:39:464;0.96637607;-2.0263574;-0.20323277;2.254176291;;;
7;03:34:39:474;0.6542603;-1.7892451;0.1618557;1.911975891;;;
7;03:34:39:485;0.22683093;-1.4810338;0.05947876;1.499483576;;;
7;03:34:39:496;-0.045806825;-1.3674068;-0.22228146;1.386112865;;;
7;03:34:39:507;-0.44632506;-1.3427148;-0.2862444;1.443615221;;;
7;03:34:39:518;-1.0975965;-0.8850498;0.45163918;1.480543552;;;
7;03:34:39:528;-1.0050752;-0.4517796;-0.20548248;1.120938918;;;
7;03:34:39:538;-0.4649922;-0.2514577;0.9269333;1.067077314;;;
7;03:34:39:549;0.06417807;-0.114263296;-0.12248325;0.179379687;;;
7;03:34:39:560;0.37666792;0.01783061;0.10524273;0.39150056;;;
7;03:34:39:570;0.2786672;-0.2425263;-0.43966675;0.574265848;;;
7;03:34:39:580;0.285277;0.72983;-0.07679272;0.787357566;;;
7;03:34:39:591;0.4980848;1.3205198;0.042934418;1.411985949;;;
7;03:34:39:601;0.2758938;1.7659492;-0.8405094;1.975132964;;;
7;03:34:39:612;-0.30331963;3.2011309;0.25197887;3.225327225;;;
7;03:34:39:623;-0.4195128;3.6998348;-0.12660217;3.725694215;;;
7;03:34:39:634;-0.71370745;3.786665;-0.26908588;3.862721463;;;
7;03:34:39:644;-1.0788741;4.0092688;0.19058704;4.156263767;;;
7;03:34:39:655;-0.6176026;4.030679;0.11981392;4.079480644;;;
7;03:34:39:665;-0.15936252;4.0413294;-0.50412464;4.075767566;;;
7;03:34:39:675;0.21857704;4.0509143;-0.014136314;4.056831513;;;
7;03:34:39:686;0.70524776;3.973349;-0.19372368;4.040099846;;;
7;03:34:39:697;1.4190634;3.343298;0.05836487;3.632463073;;;
7;03:34:39:708;1.2771571;2.7848706;0.3541975;3.084167746;;;
7;03:34:39:717;0.61505544;2.6356707;-0.18975067;2.713127022;;;
7;03:34:39:728;-0.17045665;2.475533;-0.18801308;2.488507175;;;
7;03:34:39:739;-0.76536894;2.32279;0.2531252;2.458701823;;;
7;03:34:39:750;-0.8612145;2.3146083;0.41743374;2.50466636;;;
7;03:34:39:761;-0.28380287;1.5659995;-0.2535057;1.611571803;;;
7;03:34:39:772;0.86733437;0.46170974;0.14028645;0.992534667;;;
7;03:34:39:783;1.2718911;-0.3170867;-0.10645771;1.315136577;;;
7;03:34:39:795;1.8600894;-1.4403411;0.007616997;2.352567439;;;
7;03:34:39:804;0.13987601;-2.6236525;0.07580757;2.628471803;;;
7;03:34:39:815;-0.19301926;-2.4647167;-0.017964363;2.472328297;;;
7;03:34:39:826;-0.19957468;-2.2527215;0.001070023;2.261544914;;;
7;03:34:39:836;-0.1796172;-2.0274494;0.018201828;2.035471593;;;
7;03:34:39:847;-0.1702746;-1.8247044;0.007762909;1.83264833;;;
7;03:34:39:857;-0.14462802;-1.650853;0.015605927;1.657249725;;;
7;03:34:39:868;-0.13016522;-1.4943868;-0.01181221;1.50009147;;;
7;03:34:39:878;-0.10457193;-1.2190725;7.75E-04;1.223549562;;;
7;03:34:39:888;-0.09411474;-1.0799268;6.98E-04;1.084020336;;;
7;03:34:39:899;-0.084703274;-0.9546959;0.00924778;0.958490715;;;
7;03:34:39:909;-0.07623295;-0.8678454;-2.97E-04;0.871187214;;;
7;03:34:39:919;-0.06860966;-0.7810609;-0.008886337;0.78411884;;;
7;03:34:39:930;-0.061748706;-0.7115739;6.21E-04;0.714248326;;;
7;03:34:39:940;-0.055573843;-0.6317974;-0.008060455;0.634288057;;;
7;03:34:39:950;-0.058635592;-0.56861764;-0.007254601;0.571678928;;;
7;03:34:39:961;-0.044152908;-0.5289941;0.019328117;0.531185286;;;
7;03:34:39:971;-0.03973762;-0.4588564;1.57E-04;0.460573894;;;
7;03:34:39:982;-0.02714473;-0.41297075;1.41E-04;0.413861928;;;
7;03:34:39:993;-0.033049382;-0.38891193;0.008746147;0.390411624;;;
7;03:34:40:003;-0.029744454;-0.34140158;-7.48E-04;0.342695678;;;
7;03:34:40:013;-0.026770018;-0.29864228;0.007946014;0.299944966;;;
7;03:34:40:024;-0.024093024;-0.26015893;0.007151604;0.261370028;;;
7;03:34:40:033;-0.02168373;-0.24276215;-0.002182961;0.2437384;;;
7;03:34:40:044;-0.019515358;-0.21848592;-0.010583878;0.219610938;;;
7;03:34:40:053;-0.017563827;-0.20525645;-9.07E-04;0.206008544;;;
7;03:34:40:064;-0.024426565;-0.17611167;-8.16E-04;0.177799444;;;
7;03:34:40:073;-0.013364784;-0.1585005;0.016503334;0.159916803;;;
7;03:34:40:084;-0.012028314;-0.15126956;0.006234169;0.151875025;;;
7;03:34:40:094;-0.009742945;-0.10529009;-0.002708435;0.105774595;;;
7;03:34:40:105;-0.008768648;-0.1033802;0.014801025;0.104801842;;;
7;03:34:40:116;-0.007891782;-0.09304218;-0.003917694;0.093458418;;;
7;03:34:40:127;-0.007102601;-0.07511883;0.005093575;0.075625591;;;
7;03:34:40:138;-0.006392337;-0.06760694;0.004584312;0.068063029;;;
7;03:34:40:147;-0.014372222;-0.06946537;-0.004493713;0.071078771;;;
7;03:34:40:158;-0.004315876;-0.062518835;-0.012663841;0.063934377;;;
7;03:34:40:167;-0.012503408;-0.06488607;0.005841255;0.066337452;;;
7;03:34:40:178;0.005985178;-0.07563572;0.005257607;0.076054103;;;
7;03:34:40:188;-0.011851586;-0.05083389;0.004732132;0.052411235;;;
7;03:34:40:198;-0.0020473;-0.037131377;0.00425911;0.037430878;;;
7;03:34:40:209;-0.001842573;-0.02479911;-0.004786491;0.02532393;;;
7;03:34:40:218;-0.001658313;-0.030938324;-0.02154541;0.037737708;;;
7;03:34:40:229;-0.001492478;-0.027844492;-0.010771751;0.029892706;;;
7;03:34:40:240;-0.001208901;-0.021692123;0.015408516;0.026635165;;;
7;03:34:40:249;-0.001088008;-0.019522911;0.005249023;0.020245495;;;
7;03:34:40:260;-9.79E-04;-0.026189744;-0.003894806;0.026495869;;;
7;03:34:40:271;-8.81E-04;-0.023570769;-0.012125015;0.026521195;;;
7;03:34:40:280;-7.93E-04;-0.021213692;-0.002293587;0.021352058;;;
7;03:34:40:291;-0.009332962;-0.010473197;-0.002064705;0.014179388;;;
7;03:34:40:302;2.19E-04;-0.026664129;0.015379906;0.03078255;;;
7;03:34:40:312;1.98E-04;-0.015378587;0.005223274;0.016242615;;;
7;03:34:40:323;1.78E-04;-0.013840728;0.013319969;0.019209866;;;
7;03:34:40:333;1.60E-04;0.013400722;-0.02248764;0.026178215;;;
7;03:34:40:343;1.44E-04;-0.013796724;-0.003001213;0.014120114;;;
7;03:34:40:354;1.30E-04;-0.012417052;0.014537811;0.019119308;;;
7;03:34:40:363;-0.008502491;-0.011175349;0.02170372;0.025850188;;;
7;03:34:40:374;-0.016271368;-0.010057814;0.002295494;0.019266197;;;
7;03:34:40:383;-0.006025098;-0.009052031;-0.00655365;0.012696117;;;
7;03:34:40:394;0.003196538;-0.00814683;-0.005898476;0.010553706;;;
7;03:34:40:405;0.002876885;0.001286976;-0.013928413;0.014280528;;;
7;03:34:40:416;0.002330273;0.001904361;0.011989594;0.012361518;;;
7;03:34:40:427;0.002097249;-0.006905198;0.002171516;0.007536292;;;
7;03:34:40:438;0.001887523;0.011023575;-0.0325222;0.034391505;;;
7;03:34:40:449;0.00169877;0.001302093;-0.0034132;0.004028797;;;
7;03:34:40:459;0.001528896;0.001171883;0.014166832;0.014297201;;;
7;03:34:40:468;-0.007243112;-0.016183559;-0.004487991;0.018289678;;;
7;03:34:40:478;0.002100326;0.011292176;-0.004039764;0.012175562;;;
7;03:34:40:488;0.001890294;0.001543831;0.004982948;0.005548549;;;
